key,지역,정보공시 학교코드,학교명,교과교실제(지정?운영),자율학교(지정?운영),수준별 수업(운영),전체학생수,연간1인당 보건실이용건수,일반직계,별정직계(2018년이후),기타직계(2019년이후),특수학급 학급당 학생수,순회학급 학급당 학생수,수업교원 1인당 학생수,체육장 개방여부,체육관 개방여부,강당 개방여부,일반교과교실 개방여부,특별교실 개방여부,시청각실 개방여부,수석교사(계),전문상담교사(계),사서교사(계),보건교사(계),영양교사(계),체력 1등급 (%),체력 2등급 (%),체력 3등급 (%),체력 4등급 (%),체력 5등급 (%),교육청금액,자치단체금액,보호자금액,보호자비율,금전및 유가증권금액,도서및 물품금액,수목시설및 재산금액,학교교육시설 보수확충금액,교육용기자재 및도서금액,학교체육학예 활동금액,학생복지및 자치활동지원금액,지도교사수-동아리?학생자치활동,지도교사수-또래활동,지도교사수-교육주간 활동,지도교사수-기타 학교폭력 예방활동,참여학생수-동아리?학생자치활동,참여학생수-또래활동,참여학생수-교육주간 활동,참여학생수-기타 학교폭력 예방활동,전체학생수_안전교육 계획 및 실시현황,생활안전교육 시간(단위활동차시)-합계,교통안전교육 시간(단위활동차시)-합계,폭력예방및신변보호교육 시간(단위활동차시)-합계,약물중독예방교육 시간(단위활동차시) - 합계 (2020년 이후),지능정보서비스과의존관련교육 시간(단위활동차시) - 합계 (2023년 이후),직업안전교육 시간(단위활동차시)-합계,응급처치교육 시간(단위활동차시)-합계,주 출입구 접근로 설치여부,장애인 전용 주차구역 지정여부,주 출입구 높이차이 제거여부,출입구(문) 설치유무,복도,계단/승강기/경사로/휠체어리프트 유무,장애인용 대변기 설치여부,장애인용 소변기 설치여부,점자블록 설치여부,유도 및 안내설비 설치여부,경보 및 피난설비 설치여부,상담실적(내부상담전문가),상담실적(외부상담전문가),교수학습공간 일반교실,교수학습공간 교과교실,교수학습공간 수준별교실,교수학습공간 특별교실,학생자율동아리 동아리수,창의적체험활동동아리 동아리수
S010000785-2022,서울특별시 강남구,S010000785,서울포이초등학교,0,1,0,499.0,6.7,5.0,0.0,13.0,4.0,0.0,15.5,유,유,시설없음,유,유,유,1.0,0.0,1.0,1.0,1.0,0.0,0.2024539877300613,0.5460122699386503,0.2331288343558282,0.0184049079754601,381461.0,147894.0,0.0,0.0,0.0,0.0,0.0,8690000.0,0.0,0.0,0.0,0,0,26,1,0,0,443,44,492,14.0,14.0,15.0,5.0,7.0,3.0,3.0,적정설치,적정설치,적정설치,적정설치,적정설치,적정설치,적정설치,적정설치,적정설치,적정설치,적정설치,603.0,0.0,27.0,0.0,3.0,13.0,2.0,16.0
S010000785-2023,서울특별시 강남구,S010000785,서울포이초등학교,0,1,0,479.0,5.8,5.0,0.0,13.0,6.0,0.0,15.7,유,유,시설없음,유,유,유,1.0,0.0,1.0,2.0,1.0,0.0552147239263803,0.3742331288343558,0.4049079754601227,0.1595092024539877,0.0061349693251533,451241.0,151231.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,26,1,0,0,462,48,475,14.0,14.0,14.0,6.0,7.0,3.0,3.0,적정설치,적정설치,적정설치,적정설치,적정설치,적정설치,적정설치,적정설치,적정설치,적정설치,적정설치,349.0,0.0,27.0,0.0,3.0,13.0,10.0,16.0
S010000785-2024,서울특별시 강남구,S010000785,서울포이초등학교,0,1,0,488.0,7.2,5.0,0.0,12.0,7.0,0.0,15.7,유,유,시설없음,무,무,유,0.0,0.0,1.0,2.0,1.0,0.0194805194805194,0.435064935064935,0.5064935064935064,0.0389610389610389,0.0,546005.0,205417.0,0.0,0.0,50400000.0,0.0,0.0,0.0,50000000.0,0.0,0.0,1,0,24,1,5,0,489,48,482,12.0,11.0,9.0,10.0,10.0,2.0,2.0,적정설치,적정설치,적정설치,적정설치,적정설치,적정설치,적정설치,적정설치,적정설치,적정설치,적정설치,349.0,0.0,27.0,0.0,3.0,13.0,5.0,23.0
S010000786-2021,서울특별시 강남구,S010000786,서울학동초등학교,0,0,0,475.0,1.3,5.0,0.0,13.0,0.0,0.0,20.3,유,유,유,유,유,시설없음,0.0,0.0,0.0,2.0,1.0,0.0194805194805194,0.435064935064935,0.5064935064935064,0.0389610389610389,0.0,63726.0,63726.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,4,0,0,0,88,475,12.0,11.0,8.0,6.0,4.0,2.0,2.0,적정설치,적정설치,적정설치,적정설치,적정설치,단순설치,적정설치,적정설치,적정설치,단순설치,적정설치,0.0,0.0,25.0,3.0,2.0,7.0,8.0,8.0
S010000786-2022,서울특별시 강남구,S010000786,서울학동초등학교,0,0,0,488.0,7.0,4.0,0.0,13.0,0.0,0.0,20.5,유,무,무,유,유,시설없음,0.0,0.0,0.0,1.0,1.0,0.073170731707317,0.4207317073170731,0.4695121951219512,0.0304878048780487,0.0060975609756097,121035.0,115310.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,38.0,0,1,1,4,0,151,488,88,488,12.0,11.0,8.0,6.0,4.0,2.0,2.0,적정설치,적정설치,적정설치,적정설치,적정설치,단순설치,적정설치,적정설치,적정설치,단순설치,적정설치,974.0,0.0,25.0,3.0,2.0,7.0,0.0,22.0
S010000786-2023,서울특별시 강남구,S010000786,서울학동초등학교,0,0,0,493.0,8.8,3.0,0.0,13.0,0.0,0.0,18.3,유,무,무,유,유,시설없음,0.0,0.0,0.0,1.0,1.0,0.10062893081761,0.3584905660377358,0.4528301886792453,0.0817610062893081,0.0062893081761006,162088.0,162088.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,21,21,1,0,498,498,19,493,17.0,16.0,13.0,6.0,6.0,6.0,3.0,적정설치,적정설치,적정설치,적정설치,적정설치,단순설치,적정설치,적정설치,적정설치,단순설치,적정설치,303.0,0.0,25.0,3.0,2.0,7.0,0.0,22.0
S010000786-2024,서울특별시 강남구,S010000786,서울학동초등학교,0,0,0,477.0,12.9,3.0,0.0,12.0,0.0,0.0,18.0,유,무,무,무,유,시설없음,0.0,0.0,0.0,1.0,1.0,0.04375,0.39375,0.4875,0.075,0.0,160710.0,167903.0,0.0,0.0,3700000.0,0.0,0.0,0.0,0.0,1900000.0,1800647.0,0,29,29,1,0,446,446,158,477,12.0,12.0,8.0,10.0,10.0,2.0,2.0,적정설치,적정설치,적정설치,적정설치,적정설치,단순설치,적정설치,적정설치,적정설치,단순설치,적정설치,300.0,0.0,25.0,3.0,2.0,7.0,0.0,21.0
S010000856-2021,서울특별시 송파구,S010000856,가락중학교,1,0,1,487.0,1.7,3.0,0.0,13.0,1.0,0.0,12.5,무,무,무,유,무,시설없음,1.0,1.0,0.0,1.0,0.0,0.04375,0.39375,0.4875,0.075,0.0,221024.0,155907.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,0,0,10,10,0,0,484,10.0,8.0,5.0,2.0,3.0,1.0,3.0,적정설치,적정설치,적정설치,적정설치,적정설치,적정설치,적정설치,적정설치,적정설치,적정설치,적정설치,104.0,0.0,33.0,0.0,4.0,10.0,8.0,8.0
S010000856-2022,서울특별시 송파구,S010000856,가락중학교,1,0,1,487.0,6.6,3.0,0.0,11.0,2.0,0.0,12.1,무,무,무,유,무,시설없음,1.0,1.0,0.0,1.0,0.0,0.0745341614906832,0.4078674948240166,0.4679089026915113,0.0434782608695652,0.0062111801242236,265841.0,226962.0,0.0,0.0,3000000.0,0.0,0.0,0.0,0.0,3000000.0,0.0,3,1,0,0,60,10,0,0,486,10.0,10.0,10.0,5.0,5.0,3.0,2.0,적정설치,적정설치,적정설치,적정설치,적정설치,적정설치,적정설치,적정설치,적정설치,적정설치,적정설치,460.0,10.0,33.0,0.0,4.0,10.0,15.0,23.0
S010000856-2023,서울특별시 송파구,S010000856,가락중학교,1,0,1,472.0,11.5,3.0,0.0,11.0,3.0,0.0,12.1,유,무,무,유,무,시설없음,1.0,1.0,0.0,1.0,0.0,0.0626349892008639,0.4017278617710583,0.490280777537797,0.0453563714902807,0.0,342242.0,251565.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3,1,37,37,34,15,472,472,470,8.0,8.0,10.0,1.0,1.0,1.0,3.0,적정설치,적정설치,적정설치,적정설치,적정설치,적정설치,적정설치,적정설치,적정설치,적정설치,적정설치,547.0,6.0,32.0,0.0,4.0,10.0,12.0,27.0
S010000856-2024,서울특별시 송파구,S010000856,가락중학교,1,0,0,473.0,14.9,3.0,0.0,11.0,7.0,0.0,12.6,유,무,무,유,무,시설없음,1.0,1.0,0.0,1.0,0.0,0.1934156378600823,0.48559670781893,0.2633744855967078,0.0493827160493827,0.0082304526748971,170528.0,165588.0,0.0,0.0,1500000.0,0.0,0.0,0.0,0.0,0.0,1500000.0,3,1,37,37,40,20,459,459,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,적정설치,적정설치,적정설치,적정설치,적정설치,적정설치,적정설치,적정설치,적정설치,적정설치,적정설치,490.0,49.0,32.0,0.0,4.0,10.0,10.0,28.0
S010000857-2021,서울특별시 송파구,S010000857,가원중학교,0,0,1,436.0,1.4,3.0,0.0,11.0,1.0,0.0,13.5,무,무,시설없음,유,무,유,0.0,0.0,0.0,1.0,2.0,0.1934156378600823,0.48559670781893,0.2633744855967078,0.0493827160493827,0.0082304526748971,214932.0,128855.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,434,15.6,2.0,2.2,10.0,10.0,4.2,8.6,적정설치,적정설치,적정설치,단순설치,적정설치,단순설치,단순설치,단순설치,적정설치,적정설치,단순설치,801.0,10.0,19.0,6.0,2.0,16.0,8.0,8.0
S010000857-2022,서울특별시 송파구,S010000857,가원중학교,0,0,0,433.0,5.0,3.0,0.0,10.0,0.0,0.0,13.7,무,무,시설없음,유,무,유,0.0,0.0,0.0,1.0,2.0,0.1074766355140186,0.5210280373831776,0.322429906542056,0.0467289719626168,0.0023364485981308,251133.0,162203.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,2,0,0,0,31,0,432,13.5,4.3,8.4,4.0,8.0,3.1,4.3,적정설치,적정설치,적정설치,단순설치,적정설치,단순설치,단순설치,단순설치,적정설치,적정설치,적정설치,849.0,10.0,19.0,6.0,0.0,18.0,15.0,29.0
S010000857-2023,서울특별시 송파구,S010000857,가원중학교,0,0,0,438.0,8.8,4.0,0.0,10.0,2.0,0.0,13.3,무,무,시설없음,유,무,유,0.0,0.0,0.0,1.0,2.0,0.0301624129930394,0.3665893271461717,0.5591647331786543,0.0440835266821345,0.0,252591.0,238907.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3,0,3,0,10,0,34,0,438,16.0,12.0,6.0,10.0,2.0,4.2,8.0,적정설치,적정설치,적정설치,단순설치,적정설치,단순설치,단순설치,단순설치,적정설치,적정설치,적정설치,649.0,10.0,19.0,6.0,0.0,18.0,14.0,29.0
S010000857-2024,서울특별시 송파구,S010000857,가원중학교,0,0,0,425.0,10.2,4.0,0.0,10.0,3.0,0.0,12.1,유,무,시설없음,유,무,무,0.0,0.0,0.0,1.0,1.0,0.0697115384615384,0.5024038461538461,0.3725961538461538,0.0528846153846153,0.0024038461538461,288027.0,222166.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1541.0,3,0,3,0,10,0,34,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,적정설치,적정설치,적정설치,단순설치,적정설치,단순설치,단순설치,단순설치,적정설치,적정설치,적정설치,608.0,2.0,18.0,7.0,0.0,18.0,21.0,27.0
S010000858-2021,서울특별시 강동구,S010000858,강일중학교,0,0,0,628.0,1.4,2.0,0.0,14.0,6.0,0.0,15.5,무,유,무,유,무,유,0.0,0.0,0.0,1.0,0.0,0.0697115384615384,0.5024038461538461,0.3725961538461538,0.0528846153846153,0.0024038461538461,211001.0,160054.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,2,0,0,0,45,0,0,621,14.0,17.0,12.0,8.0,8.0,3.0,4.0,적정설치,적정설치,적정설치,적정설치,미설치,적정설치,적정설치,적정설치,적정설치,적정설치,적정설치,723.0,176.0,23.0,5.0,0.0,6.0,8.0,8.0
S010000858-2022,서울특별시 강동구,S010000858,강일중학교,0,0,0,667.0,2.2,2.0,0.0,13.0,2.0,0.0,15.7,무,유,무,유,무,유,0.0,1.0,0.0,1.0,0.0,0.0758928571428571,0.4017857142857143,0.3883928571428571,0.119047619047619,0.0148809523809523,279590.0,242127.0,0.0,0.0,600000.0,0.0,0.0,0.0,0.0,0.0,600000.0,0,2,0,0,0,47,0,0,661,10.0,5.0,14.0,1.0,2.0,4.0,3.0,적정설치,적정설치,적정설치,적정설치,미설치,적정설치,적정설치,적정설치,적정설치,적정설치,적정설치,849.0,177.0,23.0,5.0,0.0,6.0,25.0,43.0
S010000858-2023,서울특별시 강동구,S010000858,강일중학교,0,0,0,658.0,5.5,2.0,0.0,12.0,3.0,0.0,15.1,유,유,유,유,유,유,0.0,1.0,0.0,1.0,0.0,0.1424242424242424,0.4166666666666667,0.396969696969697,0.0303030303030303,0.0136363636363636,417517.0,284395.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,2,0,0,0,40,0,0,656,12.0,13.0,14.0,6.0,4.0,3.0,5.0,적정설치,적정설치,적정설치,적정설치,미설치,적정설치,적정설치,적정설치,적정설치,적정설치,적정설치,487.0,57.0,23.0,5.0,0.0,6.0,20.0,25.0
S010000858-2024,서울특별시 강동구,S010000858,강일중학교,0,0,0,636.0,9.2,2.0,0.0,14.0,3.0,0.0,16.1,무,유,유,유,무,무,0.0,1.0,0.0,1.0,0.0,0.1292834890965732,0.4361370716510903,0.3722741433021806,0.0560747663551401,0.0062305295950155,480908.0,234632.0,0.0,0.0,3600000.0,0.0,0.0,0.0,124000.0,0.0,2411460.0,2,0,0,2,33,0,0,46,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,적정설치,적정설치,적정설치,적정설치,적정설치,적정설치,적정설치,적정설치,적정설치,적정설치,적정설치,460.0,41.0,23.0,5.0,0.0,6.0,25.0,38.0
S010000859-2021,서울특별시 송파구,S010000859,거원중학교,0,0,1,378.0,3.3,5.0,0.0,10.0,0.0,0.0,10.7,유,유,시설없음,유,무,무,0.0,1.0,0.0,1.0,0.0,0.1292834890965732,0.4361370716510903,0.3722741433021806,0.0560747663551401,0.0062305295950155,149829.0,104425.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1,0,4,0,9,0,375,378,10.0,8.0,14.0,6.0,8.0,4.0,2.0,적정설치,적정설치,적정설치,적정설치,적정설치,단순설치,적정설치,적정설치,단순설치,단순설치,단순설치,179.0,14.0,19.0,0.0,0.0,7.0,8.0,8.0
S010000859-2022,서울특별시 송파구,S010000859,거원중학교,0,0,1,428.0,7.2,5.0,0.0,10.0,0.0,0.0,11.5,유,유,시설없음,유,무,무,0.0,2.0,0.0,1.0,0.0,0.0127659574468085,0.3042553191489361,0.5191489361702127,0.1574468085106383,0.0063829787234042,230764.0,174070.0,0.0,0.0,1200000.0,0.0,0.0,0.0,0.0,0.0,1200000.0,1,1,0,4,8,7,0,481,428,8.0,8.0,5.0,2.0,3.0,1.0,1.0,적정설치,적정설치,적정설치,적정설치,적정설치,단순설치,적정설치,적정설치,단순설치,단순설치,단순설치,512.0,23.0,19.0,0.0,0.0,7.0,10.0,38.0
S010000859-2023,서울특별시 송파구,S010000859,거원중학교,0,0,1,438.0,18.9,4.0,0.0,10.0,0.0,0.0,12.6,유,유,시설없음,유,무,무,0.0,2.0,0.0,1.0,0.0,0.2178899082568807,0.5045871559633027,0.2201834862385321,0.055045871559633,0.0022935779816513,257215.0,216212.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,1,5,4,8,13,438,438,438,8.0,8.0,5.7,3.0,2.0,1.0,1.0,적정설치,적정설치,적정설치,적정설치,적정설치,단순설치,적정설치,적정설치,적정설치,단순설치,단순설치,561.0,2.0,19.0,0.0,0.0,7.0,11.0,37.0
S010000859-2024,서울특별시 송파구,S010000859,거원중학교,0,1,0,430.0,18.2,4.0,0.0,9.0,4.0,0.0,12.8,유,무,시설없음,무,무,무,0.0,2.0,0.0,1.0,0.0,0.2112676056338028,0.4507042253521127,0.272300469483568,0.0586854460093896,0.0070422535211267,157840.0,157440.0,0.0,0.0,1200000.0,0.0,0.0,0.0,0.0,0.0,1200000.0,2,1,5,0,19,6,430,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,적정설치,적정설치,적정설치,적정설치,적정설치,단순설치,적정설치,적정설치,적정설치,단순설치,단순설치,432.0,2.0,19.0,0.0,0.0,7.0,13.0,38.0
S010000860-2021,서울특별시 강동구,S010000860,고덕중학교,1,0,0,700.0,1.7,3.0,0.0,15.0,1.0,0.0,15.3,유,무,무,유,유,시설없음,1.0,1.0,0.0,1.0,0.0,0.2112676056338028,0.4507042253521127,0.272300469483568,0.0586854460093896,0.0070422535211267,160584.0,160548.0,42979.0,11.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,0,3,15,13,0,17,699,15.1,10.6,19.8,6.0,6.0,4.7,6.8,적정설치,적정설치,적정설치,적정설치,적정설치,적정설치,적정설치,적정설치,미설치,미설치,미설치,350.0,145.0,28.0,8.0,0.0,12.0,8.0,8.0
S010000860-2022,서울특별시 강동구,S010000860,고덕중학교,1,0,0,1027.0,4.6,3.0,0.0,16.0,5.0,0.0,16.0,유,무,무,유,유,유,1.0,1.0,0.0,2.0,0.0,0.0884871550903901,0.4462416745956232,0.4034253092293054,0.0589914367269267,0.0028544243577545,449779.0,392300.0,56786.0,6.3,1200000.0,0.0,0.0,0.0,0.0,0.0,1200000.0,1,1,8,8,17,13,15,17,1026,10.2,10.2,10.4,5.6,5.6,4.4,2.4,적정설치,적정설치,적정설치,적정설치,적정설치,적정설치,적정설치,적정설치,미설치,미설치,미설치,700.0,200.0,44.0,8.0,0.0,12.0,22.0,74.0
S010000860-2023,서울특별시 강동구,S010000860,고덕중학교,1,0,0,1278.0,11.4,4.0,0.0,17.0,5.0,0.0,16.3,유,무,무,유,유,유,1.0,1.0,0.0,3.0,0.0,0.1165354330708661,0.4763779527559055,0.3417322834645669,0.0637795275590551,0.0015748031496062,579941.0,539524.0,74345.0,6.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,7,8,22,19,20,19,1273,10.2,10.2,10.4,11.2,2.0,4.4,2.4,적정설치,적정설치,적정설치,적정설치,적정설치,적정설치,적정설치,적정설치,미설치,미설치,미설치,683.0,241.0,44.0,8.0,0.0,12.0,35.0,76.0
S010000860-2024,서울특별시 강동구,S010000860,고덕중학교,1,0,0,1389.0,7.8,4.0,0.0,18.0,7.0,0.0,15.5,유,무,무,유,유,유,0.0,1.0,0.0,2.0,0.0,0.1270758122743682,0.4693140794223827,0.3472924187725631,0.0527075812274368,0.003610108303249,677455.0,664714.0,0.0,0.0,6900000.0,2829000.0,0.0,0.0,0.0,0.0,10650000.0,1,1,7,8,22,19,20,19,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,적정설치,적정설치,적정설치,적정설치,적정설치,적정설치,적정설치,적정설치,미설치,미설치,미설치,567.0,345.0,44.0,8.0,0.0,12.0,32.0,77.0
S010000861-2021,서울특별시 강동구,S010000861,동북중학교,0,0,0,296.0,1.6,4.0,0.0,1.0,0.0,0.0,5.6,시설없음,시설없음,시설없음,무,무,무,0.0,2.0,0.0,1.0,0.0,0.1270758122743682,0.4693140794223827,0.3472924187725631,0.0527075812274368,0.003610108303249,79602.0,79601.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1,0,2,0,11,0,38,296,8.0,8.0,5.0,3.0,2.0,2.0,1.0,적정설치,적정설치,미설치,적정설치,적정설치,미설치,미설치,적정설치,미설치,미설치,미설치,310.0,0.0,28.0,0.0,0.0,8.0,8.0,8.0
S010000861-2022,서울특별시 강동구,S010000861,동북중학교,0,0,0,267.0,9.6,4.0,0.0,1.0,0.0,0.0,5.2,시설없음,시설없음,시설없음,무,무,무,0.0,1.0,0.0,1.0,0.0,0.0852713178294573,0.3023255813953488,0.4961240310077519,0.1007751937984496,0.0155038759689922,140853.0,140853.0,0.0,0.0,1050000.0,0.0,0.0,0.0,0.0,6020000.0,1000000.0,2,1,26,0,29,8,286,0,267,8.0,8.0,6.0,3.0,4.0,1.0,1.0,적정설치,적정설치,미설치,적정설치,적정설치,미설치,미설치,적정설치,미설치,미설치,미설치,384.0,33.0,24.0,0.0,0.0,10.0,0.0,35.0
S010000861-2023,서울특별시 강동구,S010000861,동북중학교,0,0,0,244.0,8.5,4.0,0.0,1.0,0.0,0.0,5.4,시설없음,시설없음,시설없음,유,유,유,0.0,1.0,0.0,1.0,0.0,0.1376518218623481,0.3967611336032389,0.3684210526315789,0.0890688259109311,0.0080971659919028,153790.0,153790.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,1,24,0,28,7,241,0,244,8.0,8.0,6.0,3.0,2.0,1.0,1.0,적정설치,적정설치,미설치,적정설치,적정설치,미설치,미설치,적정설치,미설치,미설치,미설치,569.0,15.0,24.0,0.0,0.0,8.0,0.0,36.0
S010000861-2024,서울특별시 강동구,S010000861,동북중학교,0,0,0,233.0,5.8,4.0,0.0,1.0,0.0,0.0,7.4,시설없음,시설없음,시설없음,유,유,유,0.0,1.0,0.0,1.0,0.0,0.1244635193133047,0.3304721030042918,0.3991416309012875,0.1330472103004291,0.0128755364806866,182203.0,132464.0,0.0,0.0,4363200.0,0.0,0.0,0.0,0.0,5000000.0,1000000.0,2,1,24,0,28,7,241,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,적정설치,적정설치,미설치,적정설치,적정설치,미설치,미설치,적정설치,미설치,미설치,미설치,512.0,96.0,15.0,0.0,0.0,10.0,0.0,23.0
S010000862-2021,서울특별시 강동구,S010000862,동신중학교,0,0,0,528.0,1.7,4.0,0.0,7.0,0.0,0.0,12.3,무,무,시설없음,무,무,시설없음,0.0,0.0,0.0,1.0,0.0,0.1244635193133047,0.3304721030042918,0.3991416309012875,0.1330472103004291,0.0128755364806866,96568.0,38628.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,2,0,1,0,23,0,16,528,6.0,3.0,6.0,2.0,2.0,1.0,1.0,적정설치,적정설치,적정설치,적정설치,적정설치,적정설치,적정설치,적정설치,적정설치,적정설치,적정설치,374.0,6.0,24.0,0.0,0.0,8.0,8.0,8.0
S010000862-2022,서울특별시 강동구,S010000862,동신중학교,0,1,0,506.0,4.8,4.0,0.0,6.0,0.0,0.0,11.7,무,무,시설없음,무,무,시설없음,0.0,0.0,0.0,1.0,0.0,0.032,0.31,0.51,0.136,0.012,118768.0,47507.0,0.0,0.0,17915000.0,0.0,0.0,0.0,9000000.0,0.0,9200000.0,1,2,0,0,17,12,0,0,506,9.0,8.0,6.0,2.0,3.0,1.0,1.0,적정설치,적정설치,적정설치,적정설치,적정설치,적정설치,적정설치,적정설치,적정설치,적정설치,적정설치,374.0,6.0,24.0,0.0,0.0,8.0,1.0,49.0
S010000862-2023,서울특별시 강동구,S010000862,동신중학교,0,1,0,469.0,7.7,6.0,0.0,5.0,0.0,0.0,11.8,무,무,시설없음,무,무,시설없음,0.0,0.0,0.0,1.0,0.0,0.0665280665280665,0.4261954261954262,0.3783783783783784,0.1101871101871102,0.0187110187110187,147187.0,58875.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,2,5,2,17,12,465,17,469,10.0,10.0,10.0,5.0,5.0,3.0,2.0,적정설치,적정설치,적정설치,적정설치,적정설치,적정설치,적정설치,적정설치,적정설치,적정설치,적정설치,743.0,122.0,24.0,0.0,0.0,8.0,3.0,49.0
S010000862-2024,서울특별시 강동구,S010000862,동신중학교,0,1,0,470.0,8.0,6.0,0.0,5.0,0.0,0.0,11.2,무,무,시설없음,무,무,시설없음,0.0,0.0,0.0,1.0,0.0,0.0693277310924369,0.4264705882352941,0.3718487394957983,0.1218487394957983,0.0105042016806722,166875.0,66750.0,0.0,0.0,14850000.0,6000000.0,0.0,0.0,8989000.0,0.0,8400000.0,1,2,5,2,17,12,465,17,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,적정설치,적정설치,적정설치,적정설치,적정설치,적정설치,적정설치,적정설치,적정설치,적정설치,적정설치,801.0,119.0,24.0,0.0,0.0,8.0,5.0,24.0
S010000863-2021,서울특별시 강동구,S010000863,둔촌중학교,0,0,1,333.0,1.5,3.0,0.0,11.0,0.0,0.0,12.3,유,시설없음,유,유,무,시설없음,0.0,1.0,0.0,1.0,0.0,0.0693277310924369,0.4264705882352941,0.3718487394957983,0.1218487394957983,0.0105042016806722,178282.0,113631.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,3,0,0,0,22,332,7.0,7.0,7.0,7.0,7.0,3.0,2.0,적정설치,적정설치,미설치,미설치,적정설치,적정설치,적정설치,적정설치,미설치,적정설치,적정설치,1085.0,2.0,15.0,14.0,1.0,8.0,8.0,8.0
S010000863-2022,서울특별시 강동구,S010000863,둔촌중학교,0,0,0,308.0,8.9,3.0,0.0,12.0,2.0,0.0,12.0,유,시설없음,유,유,무,시설없음,0.0,1.0,0.0,2.0,0.0,0.119205298013245,0.3609271523178808,0.4139072847682119,0.0927152317880794,0.0132450331125827,233818.0,163576.0,0.0,0.0,93010000.0,0.0,84700000.0,81089950.0,0.0,0.0,0.0,4,0,0,0,20,0,0,0,308,8.0,8.0,6.0,3.0,2.0,1.0,2.0,적정설치,적정설치,미설치,미설치,적정설치,적정설치,적정설치,적정설치,미설치,적정설치,적정설치,389.0,34.0,14.0,15.0,1.0,8.0,5.0,19.0
S010000863-2023,서울특별시 강동구,S010000863,둔촌중학교,0,0,0,288.0,9.9,3.0,0.0,11.0,4.0,0.0,10.5,유,시설없음,유,유,무,시설없음,0.0,1.0,0.0,1.0,0.0,0.1467576791808873,0.3890784982935154,0.3174061433447099,0.1228668941979522,0.0238907849829351,213146.0,192749.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,3,0,15,0,18,0,286,8.0,8.0,6.0,4.0,2.0,2.0,3.0,단순설치,적정설치,미설치,적정설치,적정설치,적정설치,적정설치,적정설치,미설치,적정설치,적정설치,709.0,80.0,13.0,16.0,1.0,8.0,4.0,19.0
S010000863-2024,서울특별시 강동구,S010000863,둔촌중학교,0,0,0,252.0,9.7,3.0,0.0,9.0,5.0,0.0,10.8,유,시설없음,유,유,무,시설없음,0.0,1.0,0.0,1.0,0.0,0.1975806451612903,0.3870967741935484,0.282258064516129,0.1048387096774193,0.0282258064516129,242016.0,105229.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,3,0,15,0,18,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,단순설치,적정설치,미설치,적정설치,적정설치,적정설치,적정설치,적정설치,미설치,적정설치,적정설치,700.0,77.0,13.0,16.0,1.0,8.0,5.0,19.0
