key,지역,정보공시 학교코드,학교명,교과교실제(지정?운영),자율학교(지정?운영),수준별 수업(운영),전체학생수,연간1인당 보건실이용건수,수업교원 1인당 학생수,체육장 개방여부,체육관 개방여부,강당 개방여부,일반교과교실 개방여부,특별교실 개방여부,시청각실 개방여부,보호자비율,지도교사수-동아리?학생자치활동,지도교사수-또래활동,지도교사수-교육주간 활동,지도교사수-기타 학교폭력 예방활동,참여학생수-동아리?학생자치활동,참여학생수-또래활동,참여학생수-교육주간 활동,참여학생수-기타 학교폭력 예방활동,전체학생수_안전교육 계획 및 실시현황,생활안전교육 시간(단위활동차시)-합계,교통안전교육 시간(단위활동차시)-합계,폭력예방및신변보호교육 시간(단위활동차시)-합계,약물중독예방교육 시간(단위활동차시) - 합계 (2020년 이후),지능정보서비스과의존관련교육 시간(단위활동차시) - 합계 (2023년 이후),직업안전교육 시간(단위활동차시)-합계,응급처치교육 시간(단위활동차시)-합계,주 출입구 접근로 설치여부,장애인 전용 주차구역 지정여부,주 출입구 높이차이 제거여부,출입구(문) 설치유무,복도,계단/승강기/경사로/휠체어리프트 유무,장애인용 대변기 설치여부,장애인용 소변기 설치여부,점자블록 설치여부,유도 및 안내설비 설치여부,경보 및 피난설비 설치여부,상담실적(내부상담전문가),상담실적(외부상담전문가),교수학습공간 일반교실,교수학습공간 교과교실,교수학습공간 수준별교실,교수학습공간 특별교실,학생자율동아리 동아리수,창의적체험활동동아리 동아리수
S010000374-2022,서울특별시 광진구,S010000374,건국대학교사범대학부속고등학교,1,0,1,1001.0,3.3,13.6,유,유,시설없음,유,유,시설없음,0.0,36,0,0,0,1002,0,0,0,1001,4.0,5.0,6.0,1.0,2.0,2.0,1.0,적정설치,적정설치,적정설치,적정설치,미설치,적정설치,적정설치,적정설치,적정설치,미설치,단순설치,527.0,0.0,38.0,8.0,0.0,9.0,36.0,54.0
S010000374-2023,서울특별시 광진구,S010000374,건국대학교사범대학부속고등학교,1,0,1,966.0,5.2,13.3,유,유,시설없음,유,유,시설없음,0.0,36,0,0,0,966,0,0,0,966,7.0,5.0,12.0,4.0,2.0,3.0,2.0,적정설치,적정설치,적정설치,적정설치,미설치,적정설치,적정설치,적정설치,적정설치,미설치,단순설치,535.0,0.0,38.0,8.0,0.0,9.0,0.0,54.0
S010000374-2024,서울특별시 광진구,S010000374,건국대학교사범대학부속고등학교,1,0,0,986.0,6.0,13.7,유,유,시설없음,유,유,시설없음,0.0,36,0,0,0,985,0,0,0,986,10.0,10.0,10.0,10.0,2.0,3.0,2.0,적정설치,적정설치,적정설치,적정설치,미설치,적정설치,적정설치,적정설치,적정설치,미설치,단순설치,375.0,1.0,38.0,8.0,0.0,9.0,0.0,53.0
S010000375-2021,서울특별시 강남구,S010000375,경기고등학교,0,0,0,1156.0,1.3,12.8,유,유,유,유,유,유,14.8,0,0,0,0,0,0,0,0,1156,10.0,10.0,10.0,5.0,5.0,5.0,2.0,적정설치,적정설치,적정설치,적정설치,미설치,적정설치,적정설치,적정설치,적정설치,적정설치,적정설치,270.0,0.0,46.0,3.0,0.0,13.0,71.0,53.0
S010000375-2022,서울특별시 강남구,S010000375,경기고등학교,0,0,0,1101.0,3.4,12.2,유,유,유,유,유,유,0.0,0,0,0,0,0,0,0,0,1101,10.0,10.0,10.0,5.0,5.0,3.0,2.0,적정설치,적정설치,적정설치,적정설치,미설치,적정설치,적정설치,적정설치,적정설치,적정설치,적정설치,650.0,0.0,46.0,3.0,0.0,13.0,0.0,55.0
S010000375-2023,서울특별시 강남구,S010000375,경기고등학교,0,0,0,1065.0,5.5,12.8,유,유,유,유,유,유,0.0,0,0,0,0,0,0,0,0,1065,10.0,10.0,10.0,1.0,1.0,3.0,2.0,적정설치,적정설치,적정설치,적정설치,미설치,적정설치,적정설치,적정설치,적정설치,적정설치,적정설치,498.0,22.0,46.0,3.0,0.0,13.0,69.0,63.0
S010000375-2024,서울특별시 강남구,S010000375,경기고등학교,0,0,0,1063.0,4.4,13.0,유,유,유,유,유,유,0.0,0,0,0,0,0,0,0,0,1063,10.0,10.0,10.0,7.0,6.0,3.0,3.0,적정설치,적정설치,적정설치,적정설치,미설치,적정설치,적정설치,적정설치,적정설치,적정설치,적정설치,565.0,29.0,46.0,3.0,0.0,13.0,0.0,58.0
S010000376-2021,서울특별시 강남구,S010000376,경기여자고등학교,1,0,0,1090.0,1.1,12.7,무,무,무,무,무,무,25.7,0,2,0,0,0,24,0,0,1090,8.0,5.0,6.0,3.0,3.0,3.0,2.0,적정설치,적정설치,적정설치,적정설치,적정설치,적정설치,적정설치,적정설치,적정설치,적정설치,적정설치,426.0,0.0,42.0,16.0,1.0,5.0,35.0,55.0
S010000376-2022,서울특별시 강남구,S010000376,경기여자고등학교,0,0,0,1095.0,2.3,12.2,무,무,무,무,무,무,0.0,0,1,0,1,0,20,0,5,1095,15.0,7.6,9.6,3.0,2.0,3.0,2.3,적정설치,적정설치,적정설치,적정설치,적정설치,적정설치,적정설치,적정설치,적정설치,적정설치,적정설치,415.0,0.0,42.0,16.0,1.0,5.0,9.0,53.0
S010000376-2023,서울특별시 강남구,S010000376,경기여자고등학교,0,0,0,1065.0,2.3,12.4,유,유,유,유,유,유,0.0,0,1,0,1,0,20,0,5,1065,12.0,10.0,14.3,8.0,8.0,1.7,3.7,적정설치,적정설치,적정설치,적정설치,적정설치,적정설치,적정설치,적정설치,적정설치,적정설치,적정설치,483.0,0.0,42.0,16.0,1.0,5.0,0.0,52.0
S010000376-2024,서울특별시 강남구,S010000376,경기여자고등학교,0,0,0,1094.0,2.3,13.3,유,유,유,유,유,유,0.0,0,1,0,1,0,17,0,22,1094,11.0,10.0,16.0,6.0,4.0,3.0,3.0,적정설치,적정설치,적정설치,적정설치,적정설치,적정설치,적정설치,적정설치,적정설치,적정설치,적정설치,394.0,40.0,42.0,16.0,1.0,5.0,0.0,59.0
S010000377-2021,서울특별시 성북구,S010000377,경동고등학교,1,0,1,513.0,1.8,9.4,유,유,유,유,유,유,10.8,0,0,0,0,0,0,0,0,513,14.0,18.0,18.0,24.0,14.0,5.0,5.0,적정설치,적정설치,적정설치,적정설치,적정설치,적정설치,적정설치,적정설치,적정설치,적정설치,적정설치,361.0,11.0,26.0,7.0,0.0,10.0,27.0,37.0
S010000377-2022,서울특별시 성북구,S010000377,경동고등학교,0,0,0,533.0,3.5,9.9,유,유,유,유,유,유,0.0,0,0,0,0,0,0,0,0,533,14.0,18.0,18.0,18.0,18.0,5.0,5.0,적정설치,적정설치,적정설치,적정설치,적정설치,적정설치,적정설치,적정설치,적정설치,적정설치,적정설치,294.0,18.0,26.0,7.0,0.0,10.0,10.0,54.0
S010000377-2023,서울특별시 성북구,S010000377,경동고등학교,0,0,0,533.0,5.0,9.7,무,유,유,무,무,무,0.0,0,0,0,0,0,0,0,0,533,18.0,18.0,18.0,18.0,18.0,5.0,5.0,단순설치,적정설치,적정설치,단순설치,적정설치,적정설치,적정설치,미설치,단순설치,적정설치,적정설치,556.0,5.0,25.0,9.0,0.0,12.0,0.0,36.0
S010000377-2024,서울특별시 성북구,S010000377,경동고등학교,0,0,0,542.0,4.6,10.0,유,유,유,무,무,무,0.0,0,0,0,0,0,0,0,0,542,24.0,24.0,15.0,14.0,14.0,3.0,4.0,단순설치,적정설치,적정설치,단순설치,적정설치,적정설치,적정설치,미설치,단순설치,적정설치,적정설치,423.0,0.0,24.0,9.0,0.0,13.0,0.0,42.0
S010000378-2021,서울특별시 동작구,S010000378,경문고등학교,0,0,0,542.0,4.3,12.8,유,시설없음,무,유,유,유,31.5,0,0,0,26,0,0,0,542,542,10.0,10.0,10.0,5.0,5.0,3.0,4.0,적정설치,적정설치,적정설치,적정설치,적정설치,적정설치,적정설치,적정설치,적정설치,미설치,적정설치,130.0,0.0,23.0,7.0,1.0,8.0,18.0,36.0
S010000378-2022,서울특별시 동작구,S010000378,경문고등학교,0,0,0,576.0,4.1,13.3,유,시설없음,무,유,유,유,0.0,0,0,0,33,0,0,0,568,576,10.0,10.0,10.0,5.0,5.0,3.0,2.0,적정설치,적정설치,적정설치,적정설치,적정설치,적정설치,적정설치,적정설치,적정설치,단순설치,적정설치,212.0,15.0,24.0,5.0,3.0,7.0,2.0,38.0
S010000378-2023,서울특별시 동작구,S010000378,경문고등학교,0,0,0,624.0,3.9,13.5,유,무,시설없음,유,유,유,0.0,0,0,0,31,0,0,0,590,624,8.0,8.0,5.0,3.0,2.0,1.0,1.0,적정설치,적정설치,적정설치,적정설치,적정설치,적정설치,적정설치,적정설치,적정설치,단순설치,적정설치,250.0,1.0,24.0,5.0,2.0,7.0,0.0,38.0
S010000378-2024,서울특별시 동작구,S010000378,경문고등학교,1,0,0,649.0,4.2,13.7,유,무,시설없음,무,무,무,0.0,0,1,0,0,0,14,0,0,649,10.0,10.0,8.0,5.0,5.0,4.0,2.0,적정설치,적정설치,적정설치,적정설치,적정설치,적정설치,적정설치,적정설치,적정설치,단순설치,적정설치,208.0,19.0,24.0,0.0,0.0,7.0,0.0,41.0
S010000379-2021,서울특별시 종로구,S010000379,경복고등학교,1,0,0,726.0,1.0,9.4,유,유,유,유,유,시설없음,13.3,0,1,0,0,0,7,0,0,726,10.0,10.0,12.0,5.0,5.0,3.0,2.0,적정설치,적정설치,적정설치,적정설치,적정설치,적정설치,적정설치,적정설치,적정설치,적정설치,적정설치,199.0,21.0,31.0,22.0,1.0,10.0,22.0,57.0
S010000379-2022,서울특별시 종로구,S010000379,경복고등학교,1,0,0,652.0,1.9,8.8,유,유,유,유,유,시설없음,0.0,0,0,0,0,0,0,0,0,652,9.0,9.0,9.0,3.0,4.0,4.0,5.0,적정설치,적정설치,적정설치,적정설치,적정설치,적정설치,적정설치,적정설치,적정설치,적정설치,적정설치,274.0,46.0,31.0,22.0,1.0,10.0,9.0,51.0
S010000379-2023,서울특별시 종로구,S010000379,경복고등학교,1,0,0,596.0,3.6,8.0,유,유,유,유,유,시설없음,0.0,0,0,0,0,0,0,0,0,596,13.0,10.0,11.0,10.0,4.0,3.0,5.0,적정설치,적정설치,적정설치,적정설치,적정설치,적정설치,적정설치,적정설치,적정설치,적정설치,적정설치,373.0,25.0,31.0,22.0,1.0,10.0,0.0,53.0
S010000379-2024,서울특별시 종로구,S010000379,경복고등학교,1,0,0,589.0,4.5,9.2,유,유,유,유,유,시설없음,0.0,0,1,0,0,0,11,0,0,589,13.0,10.0,11.0,11.0,4.0,3.0,5.0,적정설치,적정설치,적정설치,적정설치,적정설치,적정설치,적정설치,적정설치,적정설치,적정설치,적정설치,278.0,32.0,31.0,22.0,1.0,10.0,0.0,47.0
S010000380-2021,서울특별시 강서구,S010000380,경복여자고등학교,1,0,0,669.0,1.2,13.4,시설없음,시설없음,시설없음,시설없음,시설없음,시설없음,13.6,0,1,0,0,0,20,0,0,669,11.0,10.0,12.0,4.0,6.0,5.0,3.0,적정설치,적정설치,적정설치,적정설치,미설치,적정설치,미설치,적정설치,단순설치,단순설치,미설치,116.0,12.0,24.0,7.0,0.0,8.0,41.0,42.0
S010000380-2022,서울특별시 강서구,S010000380,경복여자고등학교,1,0,0,643.0,2.7,12.5,시설없음,시설없음,시설없음,무,무,무,0.0,1,0,0,0,24,0,0,0,643,11.0,8.0,14.0,5.0,4.0,5.0,1.0,적정설치,적정설치,적정설치,적정설치,미설치,적정설치,적정설치,적정설치,단순설치,단순설치,미설치,221.0,44.0,24.0,7.0,0.0,8.0,19.0,41.0
S010000380-2023,서울특별시 강서구,S010000380,경복여자고등학교,1,0,0,602.0,7.4,12.9,시설없음,시설없음,시설없음,무,무,무,0.0,1,0,0,0,17,0,0,0,602,8.0,8.0,10.0,6.0,4.0,3.0,2.0,적정설치,적정설치,적정설치,적정설치,미설치,적정설치,적정설치,적정설치,단순설치,단순설치,미설치,442.0,4.0,24.0,7.0,0.0,8.0,0.0,39.0
S010000380-2024,서울특별시 강서구,S010000380,경복여자고등학교,1,0,0,604.0,5.2,12.2,시설없음,시설없음,시설없음,무,무,무,0.0,1,0,0,0,14,0,0,0,604,10.0,10.0,11.0,5.0,5.0,3.0,2.0,적정설치,적정설치,적정설치,적정설치,적정설치,적정설치,적정설치,적정설치,단순설치,적정설치,단순설치,480.0,2.0,24.0,7.0,0.0,8.0,0.0,39.0
S010000381-2021,서울특별시 마포구,S010000381,경성고등학교,1,0,1,664.0,1.5,13.6,유,시설없음,시설없음,무,무,시설없음,13.0,0,0,0,0,0,0,0,0,664,10.0,10.0,7.0,5.0,6.0,2.0,2.0,적정설치,적정설치,적정설치,적정설치,적정설치,적정설치,적정설치,미설치,적정설치,적정설치,적정설치,150.0,0.0,23.0,7.0,0.0,6.0,38.0,41.0
S010000381-2022,서울특별시 마포구,S010000381,경성고등학교,1,0,1,637.0,4.2,13.6,유,시설없음,시설없음,무,무,시설없음,0.0,0,0,0,0,0,0,0,0,637,5.0,5.0,10.0,3.0,3.0,2.0,2.0,적정설치,적정설치,적정설치,적정설치,적정설치,적정설치,적정설치,적정설치,적정설치,적정설치,적정설치,208.0,33.0,23.0,7.0,0.0,6.0,30.0,43.0
S010000381-2023,서울특별시 마포구,S010000381,경성고등학교,1,0,1,638.0,7.1,13.3,유,시설없음,시설없음,무,무,시설없음,0.0,0,0,0,0,0,0,0,0,638,5.0,5.0,10.0,6.0,6.0,2.0,2.0,적정설치,적정설치,적정설치,적정설치,적정설치,적정설치,적정설치,적정설치,적정설치,적정설치,적정설치,290.0,7.0,23.0,7.0,0.0,6.0,18.0,43.0
S010000381-2024,서울특별시 마포구,S010000381,경성고등학교,1,0,1,639.0,5.1,13.4,유,시설없음,시설없음,무,무,시설없음,0.0,0,0,0,0,0,0,0,0,639,5.0,5.0,10.0,6.0,6.0,2.0,2.0,적정설치,적정설치,적정설치,적정설치,적정설치,적정설치,적정설치,적정설치,적정설치,적정설치,적정설치,244.0,0.0,23.0,7.0,0.0,6.0,13.0,46.0
S010000382-2021,서울특별시 종로구,S010000382,경신고등학교,1,0,0,565.0,2.3,10.8,유,무,유,유,유,유,10.4,3,3,0,3,567,567,0,567,565,8.0,8.0,5.0,2.0,3.0,1.0,1.0,적정설치,적정설치,적정설치,적정설치,적정설치,단순설치,적정설치,적정설치,적정설치,적정설치,적정설치,295.0,22.0,27.0,5.0,4.0,6.0,19.0,42.0
S010000382-2022,서울특별시 종로구,S010000382,경신고등학교,1,0,1,498.0,4.4,10.6,유,무,유,유,유,유,0.0,2,2,2,2,480,480,480,480,498,8.0,8.0,5.0,2.0,3.0,1.0,1.0,적정설치,적정설치,적정설치,적정설치,적정설치,단순설치,적정설치,적정설치,적정설치,적정설치,적정설치,531.0,0.0,27.0,5.0,4.0,6.0,12.0,43.0
S010000382-2023,서울특별시 종로구,S010000382,경신고등학교,1,0,1,465.0,4.3,10.5,유,무,유,유,유,유,5.5,0,0,2,24,0,0,458,458,465,8.0,8.0,5.0,2.0,3.0,1.0,1.0,적정설치,적정설치,적정설치,적정설치,적정설치,단순설치,적정설치,적정설치,적정설치,적정설치,적정설치,270.0,9.0,27.0,5.0,4.0,6.0,9.0,37.0
S010000382-2024,서울특별시 종로구,S010000382,경신고등학교,1,0,0,463.0,5.2,10.3,유,무,유,유,유,유,33.2,0,0,2,24,0,0,466,466,463,9.0,8.0,6.0,3.0,2.0,1.0,1.0,적정설치,적정설치,적정설치,적정설치,적정설치,단순설치,적정설치,적정설치,적정설치,적정설치,적정설치,332.0,60.0,27.0,5.0,4.0,6.0,8.0,37.0
S010000383-2021,서울특별시 구로구,S010000383,경인고등학교,1,0,1,1081.0,1.8,13.8,유,유,시설없음,유,유,유,16.8,0,0,0,0,0,0,0,0,1081,15.0,12.0,11.0,5.0,6.0,5.0,2.0,적정설치,적정설치,적정설치,적정설치,적정설치,적정설치,적정설치,적정설치,적정설치,적정설치,적정설치,516.0,87.0,43.0,7.0,9.0,8.0,31.0,52.0
S010000383-2022,서울특별시 구로구,S010000383,경인고등학교,1,0,1,1075.0,2.4,13.0,유,유,시설없음,유,유,유,0.0,1,0,0,0,30,0,0,0,1075,12.0,16.0,16.0,6.0,2.0,2.0,2.0,적정설치,적정설치,적정설치,적정설치,적정설치,적정설치,적정설치,적정설치,적정설치,적정설치,적정설치,663.0,19.0,43.0,7.0,9.0,8.0,5.0,60.0
S010000383-2023,서울특별시 구로구,S010000383,경인고등학교,1,0,1,1079.0,4.3,13.5,유,유,시설없음,유,유,유,0.0,1,0,0,0,30,0,0,0,1079,12.0,16.0,16.0,4.0,4.0,2.0,2.0,적정설치,적정설치,적정설치,적정설치,적정설치,적정설치,적정설치,적정설치,적정설치,적정설치,적정설치,590.0,97.0,43.0,7.0,9.0,8.0,10.0,67.0
S010000383-2024,서울특별시 구로구,S010000383,경인고등학교,0,0,0,1095.0,4.5,14.1,유,유,시설없음,유,유,무,0.0,1,0,0,0,21,0,0,0,1095,12.0,16.0,16.0,5.0,5.0,4.0,2.0,적정설치,적정설치,적정설치,적정설치,적정설치,적정설치,적정설치,적정설치,적정설치,적정설치,적정설치,364.0,52.0,43.0,7.0,9.0,8.0,7.0,61.0
S010000384-2021,서울특별시 동대문구,S010000384,경희고등학교,0,0,0,736.0,1.5,14.8,유,시설없음,무,무,무,시설없음,19.2,0,0,0,0,0,0,0,0,736,2.0,1.0,14.0,2.0,4.0,2.0,2.0,적정설치,적정설치,적정설치,단순설치,적정설치,미설치,적정설치,적정설치,미설치,미설치,적정설치,314.0,0.0,44.0,0.0,0.0,13.0,25.0,44.0
S010000384-2022,서울특별시 동대문구,S010000384,경희고등학교,0,0,0,727.0,3.0,14.1,유,시설없음,무,무,무,시설없음,0.0,0,0,0,0,0,0,0,0,727,1.0,1.0,9.0,5.0,2.0,0.0,4.0,적정설치,적정설치,적정설치,단순설치,적정설치,미설치,적정설치,적정설치,미설치,미설치,적정설치,432.0,0.0,44.0,0.0,0.0,13.0,1.0,50.0
S010000384-2023,서울특별시 동대문구,S010000384,경희고등학교,0,0,0,707.0,3.9,14.2,유,시설없음,무,무,무,시설없음,0.0,0,0,0,0,0,0,0,0,707,36.0,8.0,36.0,12.0,12.0,0.0,10.0,적정설치,적정설치,적정설치,단순설치,적정설치,미설치,적정설치,적정설치,미설치,미설치,적정설치,492.0,0.0,44.0,0.0,0.0,13.0,1.0,63.0
S010000384-2024,서울특별시 동대문구,S010000384,경희고등학교,0,0,0,726.0,4.9,14.9,유,시설없음,무,무,무,시설없음,0.0,0,0,0,0,0,0,0,0,726,10.0,11.0,12.0,10.0,2.0,2.0,5.0,적정설치,적정설치,적정설치,단순설치,적정설치,미설치,적정설치,적정설치,미설치,미설치,적정설치,565.0,15.0,44.0,0.0,0.0,13.0,28.0,60.0
S010000385-2021,서울특별시 동대문구,S010000385,경희여자고등학교,0,0,0,463.0,2.0,8.5,유,시설없음,유,유,유,유,13.6,0,1,0,0,0,22,0,0,463,20.0,20.0,14.0,10.0,8.0,6.0,4.0,적정설치,적정설치,적정설치,적정설치,적정설치,적정설치,적정설치,적정설치,적정설치,적정설치,적정설치,318.0,71.0,41.0,10.0,0.0,14.0,42.0,41.0
S010000385-2022,서울특별시 동대문구,S010000385,경희여자고등학교,0,0,0,442.0,3.7,7.8,유,시설없음,유,유,유,유,16.3,1,0,0,1,12,0,0,10,442,16.0,16.0,12.0,6.0,6.0,4.0,4.0,적정설치,적정설치,적정설치,적정설치,적정설치,적정설치,적정설치,적정설치,적정설치,적정설치,적정설치,287.0,56.0,41.0,10.0,0.0,14.0,18.0,40.0
S010000385-2023,서울특별시 동대문구,S010000385,경희여자고등학교,0,0,0,390.0,7.6,7.5,유,시설없음,유,유,유,유,13.8,1,0,0,1,12,0,0,10,390,16.0,16.0,12.0,10.0,8.0,4.0,4.0,적정설치,적정설치,적정설치,적정설치,적정설치,적정설치,적정설치,적정설치,적정설치,적정설치,적정설치,211.0,6.0,41.0,10.0,0.0,14.0,1.0,38.0
S010000385-2024,서울특별시 동대문구,S010000385,경희여자고등학교,1,0,0,369.0,4.0,8.3,유,시설없음,유,유,유,유,0.0,1,0,0,1,12,0,0,10,369,16.0,16.0,12.0,12.0,8.0,4.0,4.0,적정설치,적정설치,적정설치,적정설치,적정설치,적정설치,적정설치,적정설치,적정설치,적정설치,적정설치,236.0,5.0,34.0,12.0,0.0,14.0,1.0,33.0
S010000386-2021,서울특별시 성북구,S010000386,계성고등학교,1,0,0,851.0,4.3,12.3,유,시설없음,무,무,무,무,12.4,0,1,1,0,0,13,30,0,851,14.0,14.0,12.0,2.0,2.0,4.0,7.0,적정설치,적정설치,적정설치,적정설치,적정설치,적정설치,적정설치,적정설치,적정설치,적정설치,적정설치,413.0,0.0,10.0,37.0,0.0,5.0,34.0,55.0
S010000386-2022,서울특별시 성북구,S010000386,계성고등학교,1,0,0,802.0,6.6,11.9,유,시설없음,무,무,무,무,0.0,1,1,0,0,30,10,0,0,802,14.0,14.0,12.0,2.0,2.0,4.0,7.0,적정설치,적정설치,적정설치,적정설치,적정설치,적정설치,적정설치,적정설치,적정설치,적정설치,적정설치,373.0,5.0,10.0,37.0,0.0,5.0,0.0,56.0
S010000386-2023,서울특별시 성북구,S010000386,계성고등학교,1,0,0,795.0,11.6,12.4,유,시설없음,무,무,무,무,0.0,1,1,0,0,30,10,0,0,795,14.0,12.0,11.0,6.0,5.0,4.0,5.0,적정설치,적정설치,적정설치,적정설치,적정설치,적정설치,적정설치,적정설치,적정설치,적정설치,적정설치,319.0,0.0,10.0,37.0,0.0,5.0,0.0,59.0
S010000386-2024,서울특별시 성북구,S010000386,계성고등학교,1,0,0,832.0,9.4,13.2,유,시설없음,유,유,유,유,0.0,1,1,0,0,30,10,0,0,832,14.0,10.0,8.0,6.0,6.0,4.0,6.0,적정설치,적정설치,적정설치,적정설치,적정설치,적정설치,적정설치,적정설치,적정설치,적정설치,적정설치,302.0,0.0,10.0,37.0,0.0,5.0,1.0,58.0
S010000387-2021,서울특별시 성북구,S010000387,고려대학교사범대학부속고등학교,0,0,1,717.0,1.7,12.6,유,유,시설없음,유,무,무,16.0,0,1,0,0,0,23,0,0,717,29.6,23.3,14.6,5.0,5.5,3.3,9.9,적정설치,적정설치,적정설치,미설치,미설치,적정설치,적정설치,적정설치,적정설치,미설치,미설치,398.0,10.0,27.0,11.0,1.0,2.0,46.0,55.0
