key,지역,정보공시 학교코드,학교명,교과교실제(지정?운영),자율학교(지정?운영),수준별 수업(운영),전체학생수,연간1인당 보건실이용건수,수업교원 1인당 학생수,체육장 개방여부,체육관 개방여부,강당 개방여부,일반교과교실 개방여부,특별교실 개방여부,시청각실 개방여부,보호자비율,지도교사수-동아리?학생자치활동,지도교사수-또래활동,지도교사수-교육주간 활동,지도교사수-기타 학교폭력 예방활동,참여학생수-동아리?학생자치활동,참여학생수-또래활동,참여학생수-교육주간 활동,참여학생수-기타 학교폭력 예방활동,전체학생수_안전교육 계획 및 실시현황,생활안전교육 시간(단위활동차시)-합계,교통안전교육 시간(단위활동차시)-합계,폭력예방및신변보호교육 시간(단위활동차시)-합계,약물중독예방교육 시간(단위활동차시) - 합계 (2020년 이후),지능정보서비스과의존관련교육 시간(단위활동차시) - 합계 (2023년 이후),직업안전교육 시간(단위활동차시)-합계,응급처치교육 시간(단위활동차시)-합계,주 출입구 접근로 설치여부,장애인 전용 주차구역 지정여부,주 출입구 높이차이 제거여부,출입구(문) 설치유무,복도,계단/승강기/경사로/휠체어리프트 유무,장애인용 대변기 설치여부,장애인용 소변기 설치여부,점자블록 설치여부,유도 및 안내설비 설치여부,경보 및 피난설비 설치여부,상담실적(내부상담전문가),상담실적(외부상담전문가),교수학습공간 일반교실,교수학습공간 교과교실,교수학습공간 수준별교실,교수학습공간 특별교실,학생자율동아리 동아리수,창의적체험활동동아리 동아리수
S010005384-2022,서울특별시 송파구,S010005384,서울버들초등학교,0,0,0,1107.0,3.5,23.2,유,무,시설없음,유,무,유,0.0,0,0,0,0,0,0,0,0,1107,12.0,11.0,8.0,5.0,8.0,2.0,2.0,적정설치,적정설치,적정설치,적정설치,적정설치,적정설치,적정설치,적정설치,적정설치,미설치,적정설치,0.0,0.0,32.0,0.0,0.0,1.0,1.0,22.0
S010005384-2023,서울특별시 송파구,S010005384,서울버들초등학교,0,0,0,1066.0,6.6,22.3,유,무,시설없음,유,무,유,0.0,1,0,0,0,5,0,0,0,1066,11.0,10.0,7.0,5.0,5.0,2.0,2.0,적정설치,적정설치,적정설치,적정설치,적정설치,적정설치,적정설치,적정설치,적정설치,미설치,적정설치,0.0,0.0,32.0,0.0,0.0,1.0,0.0,23.0
S010005384-2024,서울특별시 송파구,S010005384,서울버들초등학교,0,0,0,959.0,8.0,22.6,무,무,시설없음,유,무,유,0.0,1,0,0,0,5,0,0,0,959,12.0,11.0,8.0,5.0,5.0,2.0,2.0,적정설치,적정설치,적정설치,적정설치,적정설치,적정설치,적정설치,적정설치,적정설치,미설치,적정설치,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
S010005386-2021,서울특별시 송파구,S010005386,서울문현초등학교,0,0,0,843.0,0.9,17.7,유,무,시설없음,무,무,무,0.0,0,0,0,0,0,0,0,0,834,12.0,11.0,8.0,5.0,5.0,2.0,2.0,적정설치,적정설치,적정설치,적정설치,미설치,적정설치,적정설치,적정설치,미설치,적정설치,적정설치,0.0,0.0,42.0,0.0,0.0,5.0,8.0,8.0
S010005386-2022,서울특별시 송파구,S010005386,서울문현초등학교,0,0,0,849.0,5.1,17.3,유,무,시설없음,무,무,무,0.0,0,0,0,0,0,0,0,0,839,10.0,9.0,3.0,2.0,3.0,0.0,1.0,적정설치,적정설치,적정설치,적정설치,미설치,적정설치,적정설치,적정설치,미설치,적정설치,적정설치,999.0,16.0,42.0,0.0,0.0,5.0,0.0,40.0
S010005386-2023,서울특별시 송파구,S010005386,서울문현초등학교,0,0,0,849.0,6.6,17.5,무,무,시설없음,무,무,무,0.0,0,0,0,0,0,0,0,0,840,12.0,11.0,40.0,5.0,5.0,2.0,2.0,적정설치,적정설치,적정설치,적정설치,미설치,적정설치,적정설치,적정설치,미설치,적정설치,적정설치,96.0,24.0,42.0,0.0,0.0,5.0,0.0,44.0
S010005386-2024,서울특별시 송파구,S010005386,서울문현초등학교,0,0,0,842.0,7.7,17.9,무,무,시설없음,무,무,무,0.0,0,0,39,0,0,0,823,0,833,12.0,11.0,42.0,5.0,5.0,2.0,2.0,적정설치,적정설치,적정설치,적정설치,미설치,적정설치,적정설치,적정설치,미설치,적정설치,적정설치,0.0,2.0,42.0,0.0,0.0,5.0,0.0,36.0
S010005387-2021,서울특별시 동작구,S010005387,서울삼일초등학교,0,1,0,1006.0,0.4,22.0,유,무,시설없음,무,무,무,0.0,0,0,0,0,0,0,0,0,1006,16.7,12.2,9.1,5.8,5.6,2.9,2.1,단순설치,단순설치,적정설치,단순설치,적정설치,단순설치,단순설치,적정설치,단순설치,적정설치,단순설치,0.0,11.0,37.0,2.0,0.0,3.0,8.0,8.0
S010005387-2022,서울특별시 동작구,S010005387,서울삼일초등학교,0,1,0,1010.0,3.6,21.2,무,무,시설없음,무,무,무,0.0,0,0,0,0,0,0,0,0,1010,10.0,9.0,2.0,2.0,3.0,1.0,1.0,적정설치,적정설치,적정설치,단순설치,적정설치,적정설치,단순설치,적정설치,적정설치,적정설치,단순설치,253.0,50.0,37.0,2.0,0.0,3.0,0.0,37.0
S010005387-2023,서울특별시 동작구,S010005387,서울삼일초등학교,0,1,0,998.0,6.9,20.5,무,무,시설없음,무,무,무,0.0,0,0,0,0,0,0,0,0,998,12.0,11.0,8.0,6.0,4.0,2.0,2.0,적정설치,적정설치,적정설치,단순설치,적정설치,적정설치,단순설치,적정설치,적정설치,적정설치,단순설치,575.0,82.0,37.0,2.0,0.0,3.0,0.0,37.0
S010005387-2024,서울특별시 동작구,S010005387,서울삼일초등학교,0,1,0,944.0,6.7,19.2,유,무,시설없음,무,무,무,0.0,0,0,0,0,0,0,0,0,944,10.0,10.0,10.0,6.0,4.0,3.0,2.0,적정설치,적정설치,적정설치,적정설치,적정설치,적정설치,적정설치,적정설치,적정설치,적정설치,미설치,492.0,58.0,37.0,2.0,0.0,3.0,0.0,37.0
S010005494-2021,서울특별시 종로구,S010005494,서울국제고등학교,0,1,0,447.0,2.9,7.9,무,무,시설없음,무,무,무,54.8,0,1,0,0,0,19,0,0,447,8.0,8.0,6.0,3.0,3.0,1.0,1.0,적정설치,적정설치,적정설치,적정설치,미설치,적정설치,적정설치,적정설치,적정설치,미설치,적정설치,172.0,0.0,18.0,2.0,0.0,7.0,42.0,28.0
S010005494-2022,서울특별시 종로구,S010005494,서울국제고등학교,0,1,0,433.0,4.8,7.7,무,무,시설없음,무,유,무,0.0,1,1,0,0,9,25,0,0,433,9.0,9.0,12.0,4.0,4.0,3.0,4.0,적정설치,적정설치,적정설치,적정설치,적정설치,적정설치,적정설치,적정설치,적정설치,미설치,적정설치,211.0,5.0,18.0,2.0,0.0,7.0,35.0,25.0
S010005494-2023,서울특별시 종로구,S010005494,서울국제고등학교,0,1,0,421.0,7.1,7.3,무,무,시설없음,무,무,무,0.0,1,1,0,0,9,20,0,0,421,15.0,11.0,11.0,7.0,6.0,5.0,5.0,적정설치,적정설치,적정설치,적정설치,적정설치,적정설치,적정설치,적정설치,적정설치,미설치,적정설치,308.0,4.0,18.0,2.0,0.0,7.0,36.0,26.0
S010005494-2024,서울특별시 종로구,S010005494,서울국제고등학교,1,1,0,417.0,12.7,7.4,무,무,시설없음,무,무,무,0.0,1,1,0,0,9,23,0,0,417,10.0,10.0,10.0,5.0,5.0,3.0,2.0,적정설치,적정설치,적정설치,적정설치,적정설치,적정설치,적정설치,적정설치,적정설치,미설치,적정설치,280.0,4.0,18.0,2.0,0.0,7.0,15.0,24.0
S010005495-2021,서울특별시 서초구,S010005495,서울매헌초등학교,0,0,0,608.0,0.8,18.4,시설없음,무,시설없음,무,무,무,0.0,0,0,0,0,0,0,0,0,608,12.0,11.0,8.0,5.0,5.0,2.0,2.0,적정설치,단순설치,적정설치,적정설치,적정설치,적정설치,적정설치,적정설치,적정설치,적정설치,적정설치,440.0,45.0,26.0,0.0,0.0,5.0,8.0,8.0
S010005495-2022,서울특별시 서초구,S010005495,서울매헌초등학교,0,0,0,552.0,5.7,20.5,시설없음,무,시설없음,무,무,무,0.0,18,26,26,0,385,560,560,0,552,12.0,9.0,5.0,3.0,2.0,1.0,1.0,적정설치,단순설치,적정설치,적정설치,적정설치,적정설치,적정설치,적정설치,적정설치,적정설치,적정설치,463.0,17.0,24.0,0.0,0.0,7.0,1.0,17.0
S010005495-2023,서울특별시 서초구,S010005495,서울매헌초등학교,0,0,0,554.0,11.3,19.0,시설없음,무,시설없음,무,무,무,0.0,17,24,24,0,358,554,554,0,554,12.0,9.0,5.0,3.0,2.0,1.0,1.0,적정설치,단순설치,적정설치,적정설치,적정설치,적정설치,적정설치,적정설치,적정설치,적정설치,적정설치,563.0,20.0,24.0,0.0,0.0,7.0,0.0,17.0
S010005495-2024,서울특별시 서초구,S010005495,서울매헌초등학교,0,0,0,495.0,14.3,18.2,시설없음,무,시설없음,무,무,무,0.0,0,23,23,0,0,490,490,0,495,12.0,11.0,8.0,5.0,5.0,2.0,2.0,적정설치,단순설치,적정설치,적정설치,적정설치,적정설치,적정설치,적정설치,적정설치,적정설치,적정설치,417.0,27.0,23.0,1.0,0.0,4.0,0.0,16.0
S010005496-2021,서울특별시 강서구,S010005496,서울수명초등학교,0,0,0,1166.0,1.5,19.3,무,무,시설없음,무,무,무,0.0,0,1,0,0,0,6,0,0,1162,12.0,11.0,4.0,5.0,5.0,2.0,2.0,적정설치,적정설치,적정설치,적정설치,적정설치,적정설치,적정설치,적정설치,적정설치,적정설치,적정설치,364.0,21.0,49.0,2.0,0.0,10.0,8.0,8.0
S010005496-2022,서울특별시 강서구,S010005496,서울수명초등학교,0,0,0,1042.0,6.8,17.6,무,무,시설없음,무,무,무,0.0,0,1,47,0,0,6,1042,0,1035,10.0,12.0,19.0,4.0,3.0,3.0,3.0,적정설치,적정설치,적정설치,적정설치,적정설치,적정설치,적정설치,적정설치,적정설치,적정설치,적정설치,610.0,28.0,49.0,2.0,0.0,10.0,5.0,46.0
S010005496-2023,서울특별시 강서구,S010005496,서울수명초등학교,0,0,0,969.0,10.3,17.6,유,무,시설없음,무,무,무,0.0,2,1,46,0,52,6,972,0,962,13.0,12.0,19.0,10.0,4.0,2.0,2.0,적정설치,적정설치,적정설치,적정설치,적정설치,적정설치,적정설치,적정설치,적정설치,미설치,단순설치,579.0,28.0,49.0,2.0,0.0,10.0,7.0,44.0
S010005496-2024,서울특별시 강서구,S010005496,서울수명초등학교,0,0,0,951.0,14.3,16.2,유,무,시설없음,무,무,무,0.0,2,1,44,0,52,16,965,0,945,12.0,12.0,10.0,6.0,10.0,2.0,2.0,적정설치,적정설치,적정설치,적정설치,적정설치,적정설치,적정설치,적정설치,적정설치,미설치,단순설치,477.0,23.0,49.0,2.0,0.0,10.0,11.0,43.0
S010005497-2021,서울특별시 강서구,S010005497,수명중학교,0,0,0,646.0,0.8,17.0,유,시설없음,유,유,유,유,0.0,0,2,0,0,0,12,0,0,639,10.0,9.0,10.0,5.0,5.0,3.0,2.0,적정설치,적정설치,적정설치,적정설치,적정설치,적정설치,적정설치,적정설치,적정설치,적정설치,적정설치,453.0,69.0,22.0,0.0,0.0,8.0,8.0,8.0
S010005497-2022,서울특별시 강서구,S010005497,수명중학교,0,0,0,647.0,3.6,15.4,유,시설없음,유,유,유,유,0.0,0,2,0,0,0,26,0,0,642,15.0,5.0,6.0,2.0,3.0,3.0,3.0,적정설치,적정설치,적정설치,적정설치,적정설치,적정설치,적정설치,적정설치,적정설치,적정설치,적정설치,491.0,51.0,22.0,0.0,0.0,8.0,16.0,35.0
S010005497-2023,서울특별시 강서구,S010005497,수명중학교,0,0,0,617.0,6.3,14.0,유,시설없음,유,유,유,유,0.0,0,2,0,5,0,12,0,60,614,15.0,5.0,6.0,5.0,2.0,3.0,3.0,적정설치,적정설치,적정설치,적정설치,적정설치,적정설치,적정설치,적정설치,적정설치,적정설치,적정설치,610.0,96.0,22.0,0.0,0.0,8.0,11.0,35.0
S010005497-2024,서울특별시 강서구,S010005497,수명중학교,0,0,0,561.0,6.0,14.5,무,시설없음,무,유,무,무,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,적정설치,단순설치,적정설치,적정설치,적정설치,적정설치,적정설치,적정설치,적정설치,단순설치,적정설치,530.0,55.0,22.0,0.0,0.0,8.0,3.0,34.0
S010005498-2021,서울특별시 송파구,S010005498,문정고등학교,1,0,0,736.0,1.5,12.3,무,무,무,무,무,무,12.9,0,2,0,1,0,13,0,6,736,10.0,10.0,11.0,5.0,5.0,3.0,2.0,적정설치,적정설치,적정설치,적정설치,적정설치,적정설치,적정설치,미설치,적정설치,적정설치,적정설치,352.0,121.0,30.0,4.0,1.0,20.0,27.0,50.0
S010005498-2022,서울특별시 송파구,S010005498,문정고등학교,0,0,0,740.0,3.2,11.1,무,무,무,무,무,무,0.0,0,2,1,3,0,13,52,52,740,6.0,10.0,15.0,3.0,3.0,1.0,1.0,적정설치,적정설치,적정설치,적정설치,적정설치,적정설치,적정설치,미설치,적정설치,적정설치,적정설치,413.0,107.0,30.0,4.0,1.0,20.0,13.0,53.0
S010005498-2023,서울특별시 송파구,S010005498,문정고등학교,0,0,0,701.0,5.0,11.2,유,무,무,무,무,무,0.0,2,0,7,3,3,0,703,54,701,10.0,6.0,12.0,2.0,2.0,2.0,2.0,적정설치,적정설치,적정설치,적정설치,적정설치,적정설치,적정설치,미설치,적정설치,적정설치,적정설치,515.0,44.0,30.0,4.0,1.0,20.0,3.0,50.0
S010005498-2024,서울특별시 송파구,S010005498,문정고등학교,0,0,0,719.0,6.7,12.4,유,무,무,무,무,무,0.0,2,0,7,3,3,0,703,54,719,18.0,26.0,20.0,8.0,2.0,3.0,2.0,적정설치,적정설치,적정설치,적정설치,적정설치,적정설치,적정설치,적정설치,적정설치,적정설치,적정설치,213.0,0.0,30.0,4.0,1.0,20.0,1.0,49.0
S010005500-2021,서울특별시 구로구,S010005500,세종과학고등학교,0,0,0,435.0,3.2,5.8,유,무,무,유,무,무,38.6,0,0,0,0,0,0,0,0,435,10.0,8.0,10.0,3.0,4.0,2.0,2.0,적정설치,적정설치,적정설치,적정설치,적정설치,적정설치,적정설치,적정설치,적정설치,미설치,적정설치,242.0,0.0,23.0,2.0,0.0,28.0,59.0,38.0
S010005500-2022,서울특별시 구로구,S010005500,세종과학고등학교,0,0,0,407.0,4.4,5.9,유,무,무,유,무,무,0.0,0,0,0,0,0,0,0,0,407,16.0,10.0,17.0,3.0,4.0,2.0,4.0,적정설치,적정설치,적정설치,적정설치,적정설치,적정설치,적정설치,적정설치,적정설치,미설치,적정설치,293.0,3.0,23.0,2.0,0.0,28.0,27.0,37.0
S010005500-2023,서울특별시 구로구,S010005500,세종과학고등학교,0,0,0,420.0,4.9,5.9,유,유,무,유,무,무,0.0,73,0,0,0,434,0,0,0,420,12.0,8.0,13.0,5.0,5.0,1.0,3.0,적정설치,적정설치,적정설치,적정설치,적정설치,적정설치,적정설치,적정설치,적정설치,미설치,적정설치,270.0,90.0,23.0,2.0,0.0,28.0,4.0,41.0
S010005500-2024,서울특별시 구로구,S010005500,세종과학고등학교,0,0,0,434.0,6.4,6.0,유,유,무,무,무,무,0.0,73,0,0,0,434,0,0,0,434,10.0,8.0,12.0,5.0,5.0,3.0,3.0,적정설치,적정설치,적정설치,적정설치,적정설치,적정설치,적정설치,적정설치,적정설치,미설치,적정설치,329.0,20.0,23.0,2.0,0.0,28.0,11.0,39.0
S010005501-2021,서울특별시 구로구,S010005501,구현고등학교,1,0,0,680.0,1.9,12.9,유,유,시설없음,무,무,무,19.2,0,2,1,0,0,17,22,0,680,10.0,10.0,9.0,4.0,6.0,3.0,2.0,적정설치,적정설치,적정설치,적정설치,미설치,적정설치,적정설치,적정설치,적정설치,미설치,미설치,516.0,6.0,17.0,17.0,4.0,14.0,20.0,35.0
S010005501-2022,서울특별시 구로구,S010005501,구현고등학교,1,0,0,686.0,3.6,12.5,무,무,시설없음,무,무,무,0.0,10,10,10,1,83,83,83,22,686,8.0,8.0,6.0,3.0,2.0,1.0,2.0,적정설치,적정설치,적정설치,적정설치,미설치,적정설치,적정설치,적정설치,적정설치,미설치,미설치,639.0,27.0,17.0,17.0,4.0,14.0,10.0,36.0
S010005501-2023,서울특별시 구로구,S010005501,구현고등학교,1,0,0,711.0,7.3,13.1,무,무,시설없음,무,무,무,0.0,8,1,8,8,53,11,53,45,711,8.0,8.0,5.0,3.0,2.0,1.0,2.0,적정설치,적정설치,적정설치,적정설치,미설치,적정설치,적정설치,적정설치,적정설치,미설치,미설치,635.0,64.0,17.0,17.0,4.0,14.0,3.0,36.0
S010005501-2024,서울특별시 구로구,S010005501,구현고등학교,0,0,0,733.0,6.2,13.8,무,유,시설없음,무,무,무,0.0,9,2,9,2,23,9,55,22,733,12.0,10.0,13.0,9.0,2.0,3.0,2.0,적정설치,단순설치,적정설치,단순설치,적정설치,적정설치,적정설치,적정설치,적정설치,미설치,적정설치,544.0,24.0,17.0,17.0,4.0,14.0,1.0,37.0
S010005502-2021,서울특별시 은평구,S010005502,서울은명초등학교,0,0,0,1192.0,0.4,20.4,유,무,시설없음,무,무,무,0.0,0,0,0,2,0,0,0,52,1177,11.2,10.5,11.0,3.7,3.6,1.3,1.8,적정설치,적정설치,적정설치,적정설치,적정설치,적정설치,적정설치,적정설치,단순설치,단순설치,적정설치,449.0,0.0,48.0,0.0,0.0,15.0,8.0,8.0
S010005502-2022,서울특별시 은평구,S010005502,서울은명초등학교,0,0,0,1202.0,4.7,20.3,유,무,시설없음,무,무,무,0.0,0,48,48,0,0,1200,1200,0,1184,12.0,11.0,13.0,5.0,5.0,2.0,2.0,적정설치,적정설치,적정설치,적정설치,적정설치,적정설치,적정설치,적정설치,단순설치,단순설치,적정설치,449.0,0.0,48.0,0.0,0.0,15.0,0.0,48.0
S010005502-2023,서울특별시 은평구,S010005502,서울은명초등학교,0,0,0,1219.0,6.1,19.2,유,무,시설없음,무,무,무,0.0,0,48,48,0,0,1218,1218,0,1204,12.0,11.0,13.0,5.0,5.0,2.0,2.0,적정설치,적정설치,적정설치,적정설치,적정설치,적정설치,적정설치,적정설치,적정설치,적정설치,적정설치,481.0,14.0,49.0,0.0,0.0,14.0,2.0,24.0
S010005502-2024,서울특별시 은평구,S010005502,서울은명초등학교,0,0,0,1191.0,7.9,18.5,유,무,시설없음,무,무,유,0.0,0,49,49,1,0,1172,1172,12,1176,12.0,11.0,13.0,5.0,5.0,2.0,2.0,적정설치,적정설치,적정설치,적정설치,적정설치,적정설치,적정설치,적정설치,적정설치,단순설치,단순설치,507.0,70.0,54.0,1.0,0.0,5.0,0.0,28.0
S010005503-2021,서울특별시 송파구,S010005503,서울개롱초등학교,0,0,0,423.0,1.7,15.5,무,무,시설없음,무,무,무,0.0,0,1,0,0,0,32,0,0,418,12.0,11.0,10.0,5.0,5.0,3.0,2.0,적정설치,적정설치,적정설치,적정설치,미설치,적정설치,적정설치,적정설치,미설치,적정설치,적정설치,0.0,0.0,21.0,0.0,0.0,6.0,8.0,8.0
S010005503-2022,서울특별시 송파구,S010005503,서울개롱초등학교,0,0,0,402.0,7.1,14.5,무,무,시설없음,무,무,무,0.0,1,0,21,21,28,0,380,380,397,10.0,9.0,3.0,2.0,4.0,2.0,1.0,적정설치,적정설치,적정설치,적정설치,미설치,적정설치,적정설치,적정설치,미설치,적정설치,적정설치,0.0,0.0,20.0,0.0,0.0,7.0,3.0,19.0
S010005503-2023,서울특별시 송파구,S010005503,서울개롱초등학교,0,0,0,363.0,11.0,15.9,유,유,시설없음,무,무,무,0.0,1,19,19,19,28,360,360,360,356,10.0,9.0,3.0,4.0,6.0,2.0,1.0,적정설치,적정설치,적정설치,적정설치,미설치,적정설치,적정설치,적정설치,미설치,적정설치,적정설치,0.0,0.0,18.0,2.0,0.0,7.0,0.0,17.0
S010005503-2024,서울특별시 송파구,S010005503,서울개롱초등학교,0,0,0,349.0,11.4,15.2,유,유,시설없음,무,무,무,0.0,1,18,18,18,28,340,340,340,342,12.0,11.0,8.0,5.0,5.0,2.0,2.0,적정설치,적정설치,적정설치,적정설치,미설치,적정설치,적정설치,적정설치,미설치,적정설치,적정설치,0.0,0.0,18.0,2.0,0.0,7.0,0.0,18.0
S010005504-2021,서울특별시 송파구,S010005504,서울잠현초등학교,0,0,0,862.0,0.8,20.8,유,유,유,유,유,유,0.0,0,0,0,31,0,0,0,870,862,12.0,11.0,8.0,4.0,6.0,2.0,2.0,적정설치,적정설치,적정설치,적정설치,적정설치,적정설치,적정설치,적정설치,적정설치,적정설치,적정설치,0.0,0.0,32.0,0.0,0.0,7.0,8.0,8.0
S010005504-2022,서울특별시 송파구,S010005504,서울잠현초등학교,0,0,0,913.0,2.6,24.1,유,유,유,유,유,유,0.0,0,0,32,2,0,0,930,20,913,12.0,11.0,8.0,4.0,6.0,2.0,2.0,적정설치,적정설치,적정설치,적정설치,적정설치,적정설치,적정설치,적정설치,적정설치,적정설치,적정설치,9.0,0.0,32.0,0.0,0.0,7.0,0.0,22.0
S010005504-2023,서울특별시 송파구,S010005504,서울잠현초등학교,0,0,0,916.0,4.8,21.1,유,유,유,유,유,유,0.0,0,3,33,5,0,148,893,30,916,12.0,11.0,8.0,5.0,5.0,2.0,2.0,적정설치,적정설치,적정설치,적정설치,적정설치,적정설치,적정설치,적정설치,적정설치,적정설치,적정설치,0.0,0.0,33.0,0.0,0.0,7.0,0.0,23.0
S010005504-2024,서울특별시 송파구,S010005504,서울잠현초등학교,0,0,0,887.0,6.4,21.9,유,유,유,유,유,유,0.0,2,4,33,0,25,297,887,0,887,12.0,11.0,8.0,5.0,5.0,2.0,2.0,적정설치,적정설치,적정설치,적정설치,적정설치,적정설치,적정설치,적정설치,적정설치,적정설치,적정설치,0.0,0.0,33.0,0.0,0.0,7.0,0.0,30.0
S010005505-2021,서울특별시 은평구,S010005505,서울진관초등학교,0,0,0,1018.0,1.0,20.1,유,유,시설없음,무,무,무,0.0,42,0,0,0,1041,0,0,0,1012,12.0,11.0,8.0,5.0,5.0,2.0,2.0,적정설치,적정설치,적정설치,적정설치,적정설치,적정설치,적정설치,적정설치,적정설치,적정설치,적정설치,156.0,9.0,41.0,0.0,0.0,4.0,8.0,8.0
S010005505-2022,서울특별시 은평구,S010005505,서울진관초등학교,0,0,0,964.0,6.8,17.9,유,유,시설없음,무,무,무,0.0,0,42,0,0,0,1041,0,0,960,12.0,11.0,6.0,3.0,3.0,1.0,2.0,적정설치,적정설치,적정설치,적정설치,적정설치,적정설치,적정설치,적정설치,적정설치,적정설치,적정설치,702.0,0.0,42.0,0.0,0.0,4.0,1.0,40.0
S010005505-2023,서울특별시 은평구,S010005505,서울진관초등학교,0,0,0,895.0,6.1,16.8,무,무,시설없음,무,무,무,0.0,0,40,0,0,0,888,0,0,889,10.0,9.0,3.0,5.0,1.0,1.0,2.0,적정설치,적정설치,적정설치,적정설치,적정설치,적정설치,적정설치,적정설치,적정설치,적정설치,적정설치,891.0,21.0,38.0,0.0,2.0,4.0,1.0,42.0
S010005505-2024,서울특별시 은평구,S010005505,서울진관초등학교,0,0,0,788.0,6.9,16.7,무,무,시설없음,무,무,무,0.0,0,36,0,0,0,785,0,0,780,10.0,10.0,10.0,5.0,5.0,3.0,2.0,적정설치,적정설치,적정설치,적정설치,적정설치,적정설치,적정설치,적정설치,적정설치,적정설치,적정설치,791.0,31.0,34.0,2.0,2.0,5.0,1.0,29.0
S010005507-2021,서울특별시 양천구,S010005507,서울목운초등학교,0,0,0,1704.0,0.4,29.2,무,무,시설없음,유,유,무,0.0,49,0,0,0,1750,0,0,0,1693,12.0,12.0,10.0,5.0,5.0,3.0,3.0,적정설치,적정설치,적정설치,적정설치,미설치,적정설치,적정설치,적정설치,적정설치,미설치,적정설치,55.0,10.0,49.0,2.0,0.0,23.0,8.0,8.0
S010005507-2022,서울특별시 양천구,S010005507,서울목운초등학교,0,0,0,1691.0,2.9,27.0,유,무,시설없음,유,유,무,0.0,0,49,0,0,0,1695,0,0,1681,10.0,9.0,3.0,3.0,2.0,0.0,1.0,적정설치,적정설치,적정설치,적정설치,미설치,적정설치,적정설치,적정설치,적정설치,미설치,적정설치,297.0,5.0,50.0,2.0,0.0,22.0,0.0,6.0
S010005507-2023,서울특별시 양천구,S010005507,서울목운초등학교,0,0,0,1648.0,6.2,23.8,유,무,시설없음,유,시설없음,무,0.0,0,50,0,0,0,1658,0,0,1637,12.0,11.0,8.0,4.0,6.0,2.0,2.0,적정설치,적정설치,적정설치,적정설치,미설치,적정설치,적정설치,적정설치,적정설치,미설치,적정설치,264.0,1.0,50.0,2.0,0.0,22.0,0.0,6.0
S010005507-2024,서울특별시 양천구,S010005507,서울목운초등학교,0,0,0,1596.0,6.1,24.8,시설없음,무,시설없음,유,무,무,0.0,0,50,50,0,0,1588,1588,0,1588,12.0,11.0,14.0,5.0,5.0,2.0,3.0,적정설치,적정설치,적정설치,적정설치,미설치,적정설치,적정설치,적정설치,적정설치,미설치,적정설치,609.0,9.0,50.0,2.0,0.0,22.0,0.0,6.0
