key,상담실적(내부상담전문가),상담실적(외부상담전문가),교수학습공간 일반교실,교수학습공간 교과교실,교수학습공간 수준별교실,교수학습공간 특별교실,학생자율동아리 동아리수,창의적체험활동동아리 동아리수
S010002144-2024,445.0,47.0,14.0,11.0,0.0,8.0,5.0,23.0
S010002145-2021,450.0,39.0,39.0,6.0,0.0,5.0,8.0,8.0
S010002145-2022,369.0,18.0,39.0,6.0,0.0,5.0,28.0,63.0
S010002145-2023,399.0,18.0,39.0,6.0,0.0,5.0,37.0,47.0
S010002145-2024,472.0,0.0,39.0,6.0,0.0,5.0,40.0,63.0
S010002146-2021,198.0,5.0,20.0,7.0,0.0,13.0,8.0,8.0
S010002146-2022,401.0,45.0,20.0,7.0,0.0,13.0,6.0,31.0
S010002146-2023,506.0,14.0,20.0,7.0,0.0,13.0,3.0,29.0
S010002146-2024,437.0,34.0,20.0,7.0,0.0,13.0,1.0,28.0
S010002147-2021,357.0,0.0,25.0,3.0,1.0,8.0,8.0,8.0
S010002147-2022,366.0,24.0,25.0,3.0,1.0,8.0,12.0,38.0
S010002147-2023,403.0,10.0,26.0,2.0,1.0,8.0,11.0,38.0
S010002147-2024,768.0,250.0,26.0,2.0,1.0,8.0,13.0,36.0
S010002148-2021,554.0,14.0,17.0,13.0,0.0,10.0,8.0,8.0
S010002148-2022,459.0,60.0,16.0,14.0,0.0,10.0,10.0,18.0
S010002148-2023,551.0,32.0,15.0,15.0,0.0,10.0,8.0,27.0
S010002148-2024,388.0,0.0,15.0,15.0,0.0,10.0,9.0,23.0
S010002149-2021,920.0,55.0,30.0,4.0,0.0,9.0,8.0,8.0
S010002149-2022,950.0,60.0,30.0,4.0,0.0,9.0,16.0,46.0
S010002149-2023,550.0,25.0,30.0,4.0,0.0,9.0,14.0,70.0
S010002149-2024,350.0,43.0,30.0,4.0,0.0,9.0,26.0,80.0
S010002150-2021,374.0,6.0,24.0,0.0,0.0,7.0,8.0,8.0
S010002150-2022,481.0,15.0,24.0,0.0,0.0,7.0,3.0,25.0
S010002150-2023,590.0,10.0,24.0,0.0,0.0,7.0,3.0,26.0
S010002150-2024,476.0,2.0,24.0,0.0,0.0,7.0,3.0,26.0
S010002151-2021,365.0,0.0,15.0,0.0,6.0,4.0,8.0,8.0
S010002151-2022,795.0,67.0,15.0,0.0,4.0,3.0,82.0,52.0
S010002151-2023,746.0,67.0,15.0,0.0,4.0,3.0,69.0,25.0
S010002151-2024,1477.0,111.0,15.0,0.0,4.0,3.0,45.0,24.0
S010002152-2021,689.0,35.0,20.0,6.0,0.0,7.0,8.0,8.0
S010002152-2022,865.0,2.0,20.0,6.0,0.0,7.0,4.0,45.0
S010002152-2023,506.0,13.0,20.0,6.0,0.0,7.0,5.0,45.0
S010002152-2024,519.0,35.0,20.0,6.0,0.0,7.0,5.0,47.0
S010002153-2021,455.0,10.0,20.0,6.0,0.0,8.0,8.0,8.0
S010002153-2022,559.0,15.0,19.0,9.0,0.0,8.0,12.0,30.0
S010002153-2023,580.0,0.0,18.0,9.0,0.0,8.0,9.0,30.0
S010002153-2024,551.0,98.0,18.0,9.0,0.0,8.0,7.0,30.0
S010002154-2021,371.0,15.0,33.0,0.0,3.0,10.0,8.0,8.0
S010002154-2022,727.0,81.0,33.0,0.0,3.0,10.0,5.0,48.0
S010002154-2023,750.0,25.0,33.0,0.0,3.0,10.0,7.0,73.0
S010002154-2024,887.0,42.0,33.0,0.0,3.0,10.0,7.0,49.0
S010002155-2021,327.0,10.0,18.0,2.0,5.0,10.0,8.0,8.0
S010002155-2022,861.0,4.0,18.0,2.0,5.0,10.0,1.0,24.0
S010002155-2023,461.0,27.0,20.0,0.0,3.0,10.0,5.0,25.0
S010002155-2024,775.0,0.0,14.0,3.0,3.0,12.0,3.0,25.0
S010002156-2021,215.0,10.0,16.0,2.0,0.0,7.0,8.0,8.0
S010002156-2022,336.0,11.0,13.0,1.0,0.0,11.0,10.0,28.0
S010002156-2023,242.0,30.0,13.0,1.0,0.0,11.0,8.0,27.0
S010002156-2024,389.0,15.0,13.0,1.0,0.0,11.0,5.0,20.0
S010002157-2021,204.0,49.0,15.0,0.0,1.0,14.0,8.0,8.0
S010002157-2022,311.0,134.0,15.0,0.0,1.0,14.0,12.0,34.0
S010002157-2023,300.0,130.0,15.0,0.0,1.0,14.0,13.0,20.0
S010002157-2024,300.0,70.0,15.0,0.0,1.0,14.0,11.0,21.0
S010002158-2021,197.0,14.0,21.0,6.0,5.0,10.0,8.0,8.0
S010002158-2022,327.0,68.0,21.0,6.0,5.0,10.0,15.0,43.0
S010002158-2023,449.0,62.0,21.0,6.0,5.0,10.0,14.0,42.0
S010002158-2024,356.0,50.0,21.0,6.0,5.0,10.0,26.0,37.0
S010002159-2021,262.0,64.0,30.0,8.0,1.0,13.0,8.0,8.0
S010002159-2022,265.0,60.0,28.0,6.0,0.0,11.0,7.0,54.0
S010002159-2023,400.0,250.0,26.0,7.0,0.0,11.0,5.0,44.0
S010002159-2024,499.0,355.0,26.0,7.0,0.0,11.0,8.0,46.0
S010002160-2021,334.0,77.0,31.0,2.0,0.0,8.0,8.0,8.0
S010002160-2022,351.0,26.0,31.0,2.0,0.0,8.0,14.0,50.0
S010002160-2023,604.0,104.0,31.0,2.0,0.0,8.0,11.0,36.0
S010002160-2024,488.0,49.0,28.0,2.0,0.0,11.0,14.0,43.0
S010002161-2021,499.0,143.0,24.0,5.0,0.0,10.0,8.0,8.0
S010002161-2022,499.0,158.0,21.0,5.0,0.0,10.0,5.0,50.0
S010002161-2023,499.0,160.0,21.0,5.0,0.0,10.0,6.0,28.0
S010002161-2024,499.0,150.0,21.0,5.0,0.0,10.0,4.0,40.0
S010002162-2021,108.0,0.0,0.0,22.0,0.0,10.0,8.0,8.0
S010002162-2022,235.0,17.0,13.0,11.0,0.0,12.0,2.0,23.0
S010002162-2023,326.0,31.0,13.0,11.0,0.0,12.0,5.0,20.0
S010002162-2024,294.0,13.0,13.0,11.0,0.0,10.0,3.0,18.0
S010002163-2021,0.0,0.0,37.0,14.0,0.0,34.0,8.0,8.0
S010002163-2022,0.0,0.0,37.0,14.0,0.0,34.0,4.0,30.0
S010002163-2023,0.0,0.0,37.0,14.0,0.0,34.0,3.0,30.0
S010002163-2024,0.0,0.0,37.0,14.0,0.0,34.0,0.0,30.0
S010002164-2021,520.0,0.0,47.0,0.0,0.0,7.0,8.0,8.0
S010002164-2022,545.0,0.0,47.0,0.0,0.0,7.0,1.0,30.0
S010002164-2023,517.0,70.0,47.0,0.0,0.0,7.0,0.0,30.0
S010002164-2024,517.0,13.0,47.0,0.0,0.0,7.0,0.0,23.0
S010002165-2021,40.0,56.0,22.0,0.0,0.0,9.0,8.0,8.0
S010002165-2022,941.0,195.0,22.0,0.0,0.0,9.0,0.0,18.0
S010002165-2023,600.0,39.0,22.0,0.0,0.0,9.0,0.0,17.0
S010002165-2024,601.0,40.0,22.0,0.0,0.0,9.0,0.0,16.0
S010002166-2021,573.0,12.0,20.0,9.0,0.0,7.0,8.0,8.0
S010002166-2022,1432.0,6.0,20.0,9.0,0.0,7.0,0.0,16.0
S010002166-2023,989.0,1.0,20.0,9.0,0.0,7.0,0.0,16.0
S010002166-2024,787.0,3.0,20.0,9.0,0.0,7.0,0.0,13.0
S010002167-2024,25.0,0.0,50.0,0.0,0.0,6.0,1.0,36.0
S010002168-2021,488.0,0.0,19.0,1.0,0.0,5.0,8.0,8.0
S010002168-2022,754.0,3.0,18.0,2.0,0.0,5.0,0.0,15.0
S010002168-2023,485.0,30.0,18.0,2.0,0.0,5.0,0.0,15.0
S010002168-2024,456.0,30.0,18.0,2.0,0.0,5.0,0.0,15.0
S010002169-2021,0.0,0.0,34.0,0.0,1.0,3.0,8.0,8.0
S010002169-2022,0.0,0.0,33.0,0.0,2.0,3.0,0.0,33.0
S010002169-2023,0.0,0.0,32.0,1.0,2.0,3.0,0.0,32.0
S010002169-2024,0.0,0.0,31.0,2.0,2.0,3.0,0.0,20.0
S010002170-2021,0.0,44.0,32.0,5.0,0.0,15.0,8.0,8.0
S010002170-2022,0.0,196.0,30.0,5.0,0.0,14.0,0.0,24.0
S010002170-2023,0.0,200.0,31.0,6.0,0.0,13.0,0.0,25.0
S010002170-2024,0.0,214.0,32.0,5.0,0.0,8.0,0.0,26.0
S010002171-2021,671.0,30.0,39.0,1.0,0.0,2.0,8.0,8.0
S010002171-2022,758.0,0.0,39.0,1.0,0.0,2.0,0.0,24.0
S010002171-2023,781.0,10.0,37.0,3.0,0.0,1.0,0.0,23.0
S010002171-2024,431.0,13.0,37.0,3.0,0.0,1.0,0.0,28.0
S010002172-2021,123.0,13.0,18.0,2.0,0.0,6.0,8.0,8.0
S010002172-2022,673.0,0.0,18.0,2.0,0.0,6.0,4.0,15.0
S010002172-2023,696.0,15.0,18.0,2.0,0.0,6.0,3.0,16.0
S010002172-2024,547.0,16.0,18.0,2.0,0.0,6.0,2.0,17.0
S010002173-2021,0.0,5.0,32.0,9.0,0.0,14.0,8.0,8.0
S010002173-2022,0.0,5.0,32.0,9.0,0.0,14.0,0.0,28.0
S010002173-2023,507.0,0.0,32.0,9.0,0.0,14.0,0.0,29.0
S010002173-2024,0.0,0.0,32.0,9.0,0.0,14.0,0.0,29.0
S010002174-2021,295.0,1.0,22.0,4.0,0.0,16.0,8.0,8.0
S010002174-2022,381.0,30.0,22.0,4.0,0.0,16.0,1.0,15.0
S010002174-2023,400.0,0.0,22.0,4.0,0.0,16.0,1.0,14.0
S010002174-2024,400.0,110.0,22.0,4.0,0.0,16.0,1.0,13.0
S010002175-2021,155.0,20.0,38.0,0.0,3.0,7.0,8.0,8.0
S010002175-2022,120.0,0.0,37.0,0.0,0.0,1.0,0.0,35.0
S010002175-2023,130.0,0.0,37.0,0.0,0.0,1.0,0.0,32.0
S010002175-2024,150.0,0.0,31.0,6.0,0.0,1.0,0.0,33.0
S010002176-2021,223.0,0.0,52.0,2.0,0.0,3.0,8.0,8.0
S010002176-2022,478.0,0.0,52.0,2.0,0.0,3.0,0.0,53.0
S010002176-2023,483.0,0.0,52.0,2.0,0.0,3.0,0.0,49.0
S010002176-2024,414.0,0.0,52.0,2.0,0.0,3.0,0.0,48.0
S010002177-2021,372.0,0.0,31.0,8.0,0.0,16.0,8.0,8.0
S010002177-2022,897.0,0.0,31.0,8.0,0.0,16.0,2.0,0.0
S010002177-2023,369.0,38.0,31.0,8.0,0.0,16.0,2.0,24.0
S010002177-2024,373.0,0.0,31.0,8.0,0.0,16.0,2.0,23.0
S010002178-2021,624.0,0.0,13.0,3.0,0.0,12.0,8.0,8.0
S010002178-2022,691.0,12.0,13.0,3.0,0.0,12.0,0.0,15.0
S010002178-2023,749.0,11.0,13.0,3.0,0.0,12.0,0.0,11.0
S010002178-2024,749.0,11.0,15.0,4.0,2.0,4.0,0.0,11.0
S010002179-2021,0.0,13.0,24.0,4.0,0.0,6.0,8.0,8.0
S010002179-2022,378.0,5.0,24.0,4.0,0.0,6.0,1.0,16.0
S010002179-2023,759.0,9.0,24.0,4.0,0.0,6.0,1.0,18.0
S010002179-2024,827.0,0.0,24.0,4.0,0.0,6.0,0.0,18.0
S010002180-2021,218.0,0.0,30.0,0.0,1.0,5.0,8.0,8.0
S010002180-2022,439.0,0.0,30.0,0.0,1.0,5.0,2.0,17.0
S010002180-2023,431.0,0.0,29.0,0.0,1.0,6.0,1.0,19.0
S010002180-2024,504.0,0.0,26.0,0.0,1.0,9.0,0.0,17.0
S010002181-2021,385.0,14.0,30.0,2.0,0.0,10.0,8.0,8.0
S010002181-2022,483.0,7.0,30.0,2.0,0.0,10.0,0.0,17.0
S010002181-2023,483.0,7.0,30.0,2.0,0.0,10.0,0.0,19.0
S010002181-2024,489.0,0.0,30.0,2.0,0.0,10.0,0.0,17.0
S010002182-2021,286.0,11.0,28.0,0.0,0.0,14.0,8.0,8.0
S010002182-2022,357.0,5.0,28.0,0.0,0.0,14.0,0.0,9.0
S010002182-2023,508.0,17.0,27.0,0.0,0.0,14.0,0.0,9.0
S010002182-2024,554.0,8.0,27.0,0.0,0.0,14.0,0.0,10.0
S010002183-2021,151.0,0.0,14.0,0.0,0.0,7.0,8.0,8.0
S010002183-2022,670.0,100.0,14.0,0.0,0.0,7.0,2.0,0.0
S010002183-2023,754.0,156.0,14.0,0.0,0.0,7.0,2.0,0.0
S010002183-2024,743.0,64.0,14.0,0.0,0.0,7.0,1.0,1.0
S010002184-2021,0.0,0.0,27.0,4.0,0.0,7.0,8.0,8.0
S010002184-2022,0.0,20.0,27.0,4.0,0.0,7.0,0.0,27.0
S010002184-2023,0.0,0.0,27.0,4.0,0.0,7.0,0.0,26.0
S010002184-2024,0.0,1.0,27.0,4.0,0.0,7.0,0.0,26.0
S010002185-2021,0.0,0.0,40.0,0.0,2.0,8.0,8.0,8.0
S010002185-2022,1241.0,0.0,40.0,0.0,2.0,8.0,2.0,34.0
S010002185-2023,232.0,10.0,40.0,0.0,2.0,8.0,2.0,32.0
S010002185-2024,263.0,1.0,40.0,0.0,2.0,8.0,2.0,30.0
S010002186-2021,850.0,10.0,28.0,3.0,1.0,12.0,8.0,8.0
S010002186-2022,1256.0,6.0,26.0,4.0,0.0,13.0,2.0,23.0
S010002186-2023,481.0,85.0,26.0,4.0,0.0,13.0,1.0,22.0
S010002186-2024,532.0,102.0,26.0,4.0,0.0,13.0,0.0,16.0
S010002187-2021,341.0,44.0,22.0,2.0,0.0,5.0,8.0,8.0
S010002187-2022,482.0,102.0,22.0,2.0,0.0,5.0,0.0,14.0
S010002187-2023,452.0,104.0,22.0,2.0,0.0,5.0,0.0,14.0
S010002187-2024,542.0,110.0,22.0,2.0,0.0,5.0,1.0,11.0
S010002188-2021,700.0,400.0,52.0,0.0,0.0,6.0,8.0,8.0
S010002188-2022,730.0,420.0,52.0,0.0,0.0,6.0,0.0,50.0
S010002188-2023,800.0,450.0,52.0,0.0,0.0,6.0,0.0,47.0
S010002188-2024,800.0,450.0,52.0,0.0,0.0,6.0,0.0,44.0
S010002189-2021,0.0,36.0,38.0,0.0,0.0,3.0,8.0,8.0
S010002189-2022,0.0,36.0,38.0,0.0,0.0,3.0,0.0,34.0
S010002189-2023,0.0,60.0,32.0,0.0,0.0,2.0,8.0,8.0
S010002189-2024,0.0,100.0,32.0,0.0,0.0,2.0,8.0,8.0
S010002190-2021,306.0,0.0,24.0,2.0,0.0,12.0,8.0,8.0
S010002190-2022,566.0,0.0,24.0,2.0,0.0,12.0,0.0,22.0
S010002190-2023,578.0,0.0,24.0,2.0,0.0,12.0,0.0,21.0
S010002190-2024,567.0,0.0,24.0,2.0,0.0,12.0,0.0,19.0
S010002191-2021,0.0,2.0,26.0,1.0,0.0,10.0,8.0,8.0
S010002191-2022,20.0,0.0,26.0,1.0,0.0,10.0,0.0,16.0
S010002191-2023,65.0,9.0,26.0,1.0,0.0,10.0,0.0,13.0
S010002191-2024,512.0,0.0,26.0,1.0,0.0,10.0,3.0,15.0
S010002192-2021,0.0,16.0,13.0,1.0,1.0,5.0,8.0,8.0
S010002192-2022,0.0,72.0,13.0,1.0,1.0,5.0,0.0,13.0
S010002192-2023,0.0,24.0,13.0,1.0,1.0,5.0,2.0,20.0
S010002192-2024,0.0,10.0,13.0,1.0,1.0,5.0,0.0,20.0
S010002193-2021,327.0,15.0,26.0,2.0,1.0,8.0,8.0,8.0
S010002193-2022,668.0,86.0,26.0,2.0,1.0,8.0,2.0,21.0
S010002193-2023,543.0,14.0,21.0,2.0,1.0,10.0,2.0,20.0
S010002193-2024,581.0,13.0,18.0,4.0,2.0,7.0,2.0,17.0
S010002194-2021,0.0,0.0,35.0,3.0,0.0,7.0,8.0,8.0
S010002194-2022,0.0,2.0,35.0,3.0,0.0,7.0,0.0,33.0
S010002194-2023,0.0,92.0,35.0,3.0,0.0,7.0,0.0,33.0
S010002194-2024,0.0,106.0,35.0,3.0,0.0,7.0,1.0,31.0
S010002195-2021,604.0,25.0,8.0,0.0,0.0,3.0,8.0,8.0
S010002195-2022,539.0,194.0,8.0,0.0,0.0,3.0,0.0,8.0
S010002196-2021,0.0,0.0,24.0,0.0,0.0,16.0,8.0,8.0
S010002196-2022,0.0,0.0,24.0,0.0,0.0,16.0,3.0,0.0
S010002196-2023,24.0,0.0,24.0,0.0,0.0,16.0,2.0,1.0
S010002196-2024,24.0,0.0,24.0,0.0,0.0,15.0,1.0,8.0
S010002197-2021,54.0,0.0,12.0,0.0,6.0,3.0,8.0,8.0
S010002197-2022,151.0,0.0,12.0,0.0,6.0,3.0,5.0,9.0
S010002197-2023,110.0,0.0,12.0,2.0,8.0,1.0,5.0,2.0
S010002197-2024,178.0,24.0,12.0,2.0,8.0,1.0,5.0,2.0
S010002198-2021,0.0,0.0,24.0,0.0,0.0,34.0,8.0,8.0
S010002198-2022,0.0,0.0,24.0,0.0,0.0,34.0,0.0,88.0
S010002198-2023,0.0,0.0,24.0,0.0,0.0,34.0,0.0,75.0
S010002198-2024,0.0,0.0,24.0,0.0,0.0,34.0,0.0,81.0
S010002263-2021,259.0,103.0,17.0,7.0,0.0,13.0,8.0,8.0
S010002263-2022,589.0,22.0,17.0,3.0,0.0,8.0,5.0,26.0
S010002263-2023,270.0,35.0,17.0,3.0,0.0,8.0,4.0,26.0
S010002263-2024,551.0,34.0,17.0,3.0,0.0,8.0,9.0,25.0
S010002264-2021,289.0,0.0,30.0,3.0,0.0,11.0,8.0,8.0
S010002264-2022,438.0,0.0,30.0,3.0,0.0,11.0,17.0,39.0
S010002264-2023,357.0,0.0,30.0,3.0,0.0,11.0,22.0,40.0
S010002264-2024,549.0,60.0,30.0,3.0,0.0,11.0,23.0,38.0
S010002265-2021,0.0,0.0,17.0,0.0,0.0,3.0,8.0,8.0
S010002265-2022,0.0,3.0,17.0,0.0,0.0,3.0,9.0,26.0
S010002265-2023,0.0,3.0,16.0,0.0,0.0,3.0,9.0,25.0
S010002265-2024,0.0,3.0,16.0,0.0,0.0,3.0,8.0,26.0
S010002266-2021,902.0,33.0,24.0,0.0,0.0,10.0,8.0,8.0
S010002266-2022,812.0,77.0,21.0,0.0,0.0,10.0,0.0,35.0
S010002266-2023,818.0,74.0,21.0,0.0,0.0,10.0,0.0,31.0
S010002266-2024,762.0,39.0,21.0,0.0,0.0,10.0,1.0,26.0
S010002267-2021,239.0,0.0,19.0,0.0,0.0,4.0,8.0,8.0
S010002267-2022,281.0,33.0,19.0,0.0,0.0,4.0,23.0,19.0
S010002267-2023,440.0,7.0,19.0,0.0,0.0,4.0,26.0,19.0
S010002267-2024,504.0,0.0,19.0,0.0,0.0,4.0,26.0,19.0
S010002268-2021,625.0,100.0,23.0,8.0,1.0,8.0,8.0,8.0
S010002268-2022,699.0,22.0,23.0,8.0,1.0,8.0,17.0,65.0
S010002268-2023,700.0,22.0,23.0,8.0,1.0,8.0,19.0,53.0
S010002268-2024,620.0,16.0,23.0,8.0,1.0,8.0,19.0,52.0
S010002269-2021,159.0,15.0,18.0,0.0,0.0,7.0,8.0,8.0
S010002269-2022,303.0,5.0,18.0,0.0,0.0,7.0,8.0,25.0
S010002269-2023,488.0,0.0,18.0,0.0,0.0,7.0,9.0,25.0
S010002269-2024,323.0,0.0,18.0,0.0,0.0,7.0,11.0,23.0
S010002270-2021,395.0,0.0,19.0,3.0,0.0,10.0,8.0,8.0
S010002270-2022,528.0,14.0,19.0,3.0,0.0,10.0,8.0,21.0
S010002270-2023,560.0,33.0,19.0,3.0,0.0,10.0,6.0,34.0
S010002270-2024,573.0,22.0,19.0,3.0,0.0,10.0,7.0,26.0
S010002271-2021,196.0,45.0,15.0,2.0,1.0,12.0,8.0,8.0
S010002271-2022,218.0,32.0,15.0,2.0,1.0,12.0,0.0,24.0
S010002271-2023,285.0,0.0,14.0,2.0,1.0,13.0,0.0,24.0
S010002271-2024,470.0,0.0,14.0,2.0,1.0,13.0,0.0,24.0
S010002273-2021,435.0,0.0,25.0,7.0,0.0,10.0,8.0,8.0
S010002273-2022,469.0,0.0,25.0,7.0,0.0,10.0,3.0,33.0
S010002273-2023,515.0,0.0,23.0,9.0,0.0,11.0,3.0,33.0
S010002273-2024,537.0,0.0,23.0,9.0,0.0,11.0,9.0,36.0
S010002274-2021,496.0,7.0,24.0,2.0,0.0,11.0,8.0,8.0
S010002274-2022,340.0,12.0,24.0,2.0,0.0,11.0,13.0,41.0
S010002274-2023,467.0,16.0,24.0,2.0,0.0,11.0,11.0,42.0
S010002274-2024,1941.0,14.0,24.0,2.0,0.0,11.0,14.0,41.0
S010002275-2021,543.0,46.0,19.0,1.0,0.0,14.0,8.0,8.0
S010002275-2022,606.0,39.0,18.0,1.0,0.0,13.0,11.0,29.0
S010002275-2023,620.0,31.0,17.0,1.0,0.0,13.0,16.0,22.0
S010002275-2024,815.0,34.0,17.0,1.0,0.0,13.0,19.0,25.0
S010002276-2021,138.0,307.0,16.0,3.0,1.0,16.0,8.0,8.0
S010002276-2022,415.0,50.0,16.0,3.0,1.0,16.0,10.0,29.0
S010002276-2023,659.0,52.0,16.0,3.0,1.0,16.0,13.0,29.0
S010002276-2024,726.0,18.0,16.0,3.0,1.0,16.0,12.0,28.0
S010002277-2021,588.0,26.0,18.0,6.0,0.0,9.0,8.0,8.0
S010002277-2022,588.0,26.0,18.0,6.0,0.0,9.0,7.0,19.0
S010002277-2023,415.0,75.0,18.0,6.0,0.0,9.0,8.0,19.0
S010002277-2024,411.0,72.0,18.0,6.0,0.0,9.0,6.0,18.0
S010002278-2021,252.0,0.0,12.0,5.0,0.0,4.0,8.0,8.0
S010002278-2022,254.0,0.0,12.0,5.0,0.0,4.0,7.0,20.0
S010002278-2023,225.0,0.0,12.0,4.0,0.0,4.0,7.0,20.0
S010002278-2024,260.0,0.0,12.0,4.0,0.0,4.0,7.0,20.0
S010002279-2021,449.0,1.0,15.0,0.0,11.0,3.0,8.0,8.0
S010002279-2022,582.0,48.0,15.0,0.0,11.0,3.0,24.0,57.0
S010002279-2023,373.0,0.0,15.0,0.0,11.0,3.0,24.0,57.0
S010002279-2024,411.0,0.0,15.0,0.0,16.0,3.0,26.0,60.0
S010002280-2021,0.0,0.0,12.0,3.0,0.0,4.0,8.0,8.0
S010002280-2022,468.0,0.0,12.0,1.0,0.0,3.0,4.0,18.0
S010002280-2023,0.0,0.0,12.0,1.0,0.0,3.0,2.0,15.0
S010002280-2024,736.0,24.0,12.0,1.0,0.0,3.0,3.0,19.0
S010002281-2021,669.0,78.0,24.0,0.0,4.0,6.0,8.0,8.0
S010002281-2022,717.0,74.0,22.0,2.0,0.0,7.0,7.0,46.0
S010002281-2023,787.0,81.0,22.0,2.0,0.0,7.0,6.0,47.0
S010002281-2024,865.0,74.0,22.0,2.0,0.0,7.0,0.0,42.0
S010002282-2021,164.0,18.0,19.0,4.0,0.0,9.0,8.0,8.0
S010002282-2022,349.0,40.0,19.0,4.0,0.0,9.0,11.0,29.0
S010002282-2023,474.0,100.0,19.0,4.0,0.0,9.0,7.0,28.0
S010002282-2024,460.0,100.0,19.0,4.0,0.0,9.0,8.0,26.0
S010002283-2021,191.0,9.0,26.0,0.0,0.0,6.0,8.0,8.0
S010002283-2022,251.0,19.0,26.0,0.0,0.0,6.0,27.0,39.0
S010002283-2023,383.0,19.0,26.0,0.0,0.0,6.0,16.0,38.0
S010002283-2024,492.0,0.0,26.0,0.0,0.0,6.0,8.0,39.0
S010002284-2021,419.0,41.0,22.0,13.0,0.0,4.0,8.0,8.0
S010002284-2022,536.0,50.0,22.0,13.0,0.0,4.0,15.0,36.0
S010002284-2023,508.0,48.0,22.0,13.0,0.0,4.0,15.0,34.0
S010002284-2024,585.0,50.0,22.0,13.0,0.0,4.0,15.0,31.0
S010002285-2021,294.0,88.0,17.0,6.0,0.0,8.0,8.0,8.0
S010002285-2022,366.0,110.0,17.0,6.0,0.0,8.0,23.0,35.0
S010002285-2023,250.0,97.0,17.0,5.0,0.0,8.0,18.0,43.0
S010002285-2024,428.0,134.0,17.0,5.0,0.0,8.0,29.0,40.0
S010002286-2021,446.0,0.0,18.0,2.0,0.0,11.0,8.0,8.0
S010002286-2022,408.0,9.0,18.0,2.0,0.0,11.0,14.0,26.0
S010002286-2023,536.0,4.0,17.0,2.0,0.0,12.0,3.0,24.0
S010002286-2024,577.0,264.0,17.0,2.0,0.0,11.0,3.0,25.0
S010002287-2021,376.0,0.0,18.0,4.0,0.0,11.0,8.0,8.0
S010002287-2022,563.0,0.0,17.0,8.0,0.0,9.0,6.0,24.0
S010002287-2023,530.0,0.0,16.0,8.0,0.0,10.0,8.0,32.0
S010002287-2024,499.0,0.0,15.0,9.0,0.0,10.0,11.0,36.0
S010002288-2021,409.0,30.0,18.0,3.0,0.0,9.0,8.0,8.0
S010002288-2022,616.0,59.0,18.0,3.0,0.0,9.0,5.0,31.0
S010002288-2023,479.0,124.0,18.0,3.0,0.0,9.0,4.0,24.0
S010002288-2024,663.0,85.0,18.0,3.0,0.0,9.0,4.0,43.0
S010002289-2021,0.0,0.0,21.0,17.0,0.0,1.0,8.0,8.0
S010002289-2022,0.0,0.0,21.0,17.0,0.0,1.0,0.0,2.0
S010002289-2023,0.0,0.0,21.0,17.0,0.0,1.0,0.0,4.0
S010002289-2024,0.0,0.0,21.0,17.0,0.0,1.0,1.0,0.0
S010002290-2021,0.0,0.0,18.0,5.0,0.0,3.0,8.0,8.0
S010002290-2022,0.0,0.0,18.0,5.0,0.0,3.0,0.0,18.0
S010002290-2024,0.0,0.0,18.0,5.0,0.0,3.0,2.0,18.0
S010002291-2021,112.0,0.0,18.0,4.0,0.0,3.0,8.0,8.0
S010002291-2022,295.0,0.0,18.0,4.0,0.0,3.0,6.0,8.0
S010002291-2023,658.0,0.0,18.0,4.0,0.0,3.0,6.0,8.0
S010002291-2024,731.0,0.0,18.0,4.0,0.0,3.0,5.0,8.0
S010002292-2021,0.0,0.0,39.0,0.0,0.0,4.0,8.0,8.0
S010002292-2022,0.0,118.0,39.0,0.0,0.0,4.0,1.0,34.0
S010002292-2023,0.0,0.0,39.0,0.0,0.0,4.0,0.0,33.0
S010002292-2024,0.0,0.0,39.0,0.0,0.0,4.0,1.0,31.0
S010002293-2021,0.0,0.0,51.0,0.0,1.0,6.0,8.0,8.0
S010002293-2022,550.0,0.0,49.0,2.0,1.0,6.0,0.0,49.0
S010002293-2023,530.0,0.0,46.0,4.0,0.0,3.0,0.0,45.0
S010002293-2024,500.0,1.0,41.0,9.0,0.0,3.0,0.0,40.0
S010002294-2021,0.0,0.0,43.0,2.0,0.0,14.0,8.0,8.0
S010002294-2022,0.0,0.0,43.0,2.0,0.0,14.0,0.0,22.0
S010002294-2023,372.0,0.0,35.0,7.0,0.0,6.0,0.0,23.0
S010002294-2024,623.0,15.0,36.0,7.0,0.0,6.0,0.0,23.0
S010002295-2021,187.0,8.0,23.0,0.0,0.0,23.0,8.0,8.0
S010002295-2022,376.0,32.0,23.0,0.0,0.0,23.0,0.0,20.0
S010002295-2023,393.0,20.0,23.0,0.0,0.0,23.0,0.0,20.0
S010002295-2024,350.0,5.0,23.0,0.0,0.0,23.0,0.0,19.0
S010002296-2021,122.0,0.0,49.0,0.0,0.0,5.0,8.0,8.0
S010002296-2022,216.0,0.0,49.0,0.0,0.0,5.0,0.0,32.0
S010002296-2023,351.0,14.0,49.0,0.0,0.0,5.0,0.0,31.0
S010002296-2024,495.0,0.0,50.0,0.0,0.0,5.0,0.0,32.0
S010002297-2021,0.0,197.0,25.0,3.0,0.0,8.0,8.0,8.0
S010002297-2022,290.0,24.0,25.0,3.0,0.0,8.0,4.0,17.0
S010002297-2023,290.0,24.0,25.0,3.0,0.0,8.0,3.0,16.0
S010002297-2024,385.0,0.0,25.0,3.0,0.0,8.0,8.0,8.0
