key,상담실적(내부상담전문가),상담실적(외부상담전문가),교수학습공간 일반교실,교수학습공간 교과교실,교수학습공간 수준별교실,교수학습공간 특별교실,학생자율동아리 동아리수,창의적체험활동동아리 동아리수
S010000770-2022,0.0,4.0,27.0,0.0,0.0,8.0,1.0,25.0
S010000770-2023,0.0,6.0,27.0,0.0,0.0,8.0,0.0,23.0
S010000770-2024,0.0,4.0,25.0,0.0,0.0,9.0,7.0,17.0
S010000771-2021,0.0,0.0,27.0,0.0,0.0,4.0,8.0,8.0
S010000771-2022,0.0,0.0,27.0,0.0,0.0,4.0,0.0,25.0
S010000771-2023,0.0,0.0,27.0,0.0,0.0,4.0,0.0,22.0
S010000771-2024,0.0,0.0,18.0,8.0,0.0,5.0,0.0,20.0
S010000772-2021,900.0,1.0,51.0,12.0,0.0,5.0,8.0,8.0
S010000772-2022,997.0,50.0,51.0,12.0,0.0,5.0,0.0,23.0
S010000772-2023,998.0,51.0,51.0,12.0,0.0,5.0,0.0,45.0
S010000772-2024,1367.0,87.0,50.0,12.0,0.0,5.0,0.0,44.0
S010000773-2021,1437.0,0.0,61.0,2.0,0.0,4.0,8.0,8.0
S010000773-2022,94.0,20.0,61.0,2.0,0.0,4.0,0.0,59.0
S010000773-2023,442.0,43.0,61.0,2.0,0.0,4.0,2.0,59.0
S010000773-2024,473.0,8.0,61.0,2.0,0.0,4.0,1.0,59.0
S010000774-2021,87.0,7.0,53.0,0.0,2.0,17.0,8.0,8.0
S010000774-2022,289.0,25.0,53.0,0.0,2.0,17.0,0.0,51.0
S010000774-2023,270.0,16.0,53.0,0.0,2.0,17.0,2.0,51.0
S010000774-2024,430.0,14.0,53.0,0.0,2.0,17.0,5.0,53.0
S010000775-2021,97.0,0.0,23.0,4.0,0.0,7.0,8.0,8.0
S010000775-2022,474.0,0.0,21.0,4.0,0.0,1.0,0.0,16.0
S010000775-2023,0.0,0.0,22.0,4.0,0.0,1.0,0.0,18.0
S010000775-2024,0.0,0.0,22.0,4.0,0.0,1.0,0.0,16.0
S010000776-2021,0.0,0.0,17.0,4.0,1.0,5.0,8.0,8.0
S010000776-2022,0.0,0.0,17.0,4.0,1.0,5.0,1.0,11.0
S010000776-2023,363.0,2.0,17.0,4.0,1.0,5.0,2.0,10.0
S010000776-2024,257.0,0.0,17.0,4.0,1.0,5.0,1.0,10.0
S010000777-2021,0.0,0.0,32.0,1.0,0.0,2.0,8.0,8.0
S010000777-2022,0.0,0.0,35.0,0.0,0.0,2.0,0.0,29.0
S010000777-2023,0.0,0.0,35.0,0.0,0.0,2.0,0.0,33.0
S010000778-2021,0.0,56.0,19.0,0.0,0.0,1.0,8.0,8.0
S010000778-2022,30.0,0.0,19.0,0.0,0.0,1.0,1.0,14.0
S010000778-2023,604.0,105.0,19.0,0.0,0.0,1.0,2.0,13.0
S010000778-2024,589.0,101.0,19.0,0.0,0.0,1.0,2.0,10.0
S010000779-2021,0.0,0.0,45.0,0.0,0.0,1.0,8.0,8.0
S010000779-2022,0.0,0.0,45.0,0.0,0.0,1.0,0.0,43.0
S010000779-2024,0.0,0.0,45.0,0.0,0.0,1.0,0.0,29.0
S010000780-2021,0.0,2.0,44.0,0.0,0.0,5.0,8.0,8.0
S010000780-2022,0.0,0.0,44.0,0.0,0.0,5.0,0.0,29.0
S010000780-2023,0.0,0.0,44.0,0.0,0.0,5.0,0.0,28.0
S010000780-2024,0.0,0.0,44.0,0.0,0.0,5.0,0.0,30.0
S010000781-2021,0.0,0.0,28.0,0.0,0.0,8.0,8.0,8.0
S010000781-2022,0.0,3.0,28.0,0.0,0.0,8.0,6.0,24.0
S010000781-2023,0.0,0.0,28.0,0.0,0.0,5.0,6.0,6.0
S010000781-2024,703.0,12.0,28.0,0.0,0.0,5.0,6.0,6.0
S010000782-2021,0.0,0.0,25.0,7.0,1.0,10.0,8.0,8.0
S010000782-2022,0.0,0.0,44.0,2.0,0.0,2.0,0.0,43.0
S010000782-2023,267.0,0.0,44.0,2.0,0.0,2.0,0.0,44.0
S010000782-2024,0.0,345.0,54.0,2.0,0.0,2.0,0.0,52.0
S010000783-2021,0.0,0.0,57.0,2.0,0.0,8.0,8.0,8.0
S010000783-2022,0.0,0.0,57.0,2.0,0.0,8.0,0.0,60.0
S010000783-2023,0.0,48.0,64.0,0.0,0.0,4.0,1.0,64.0
S010000783-2024,541.0,7.0,64.0,0.0,0.0,4.0,0.0,64.0
S010000784-2021,0.0,0.0,23.0,4.0,1.0,14.0,8.0,8.0
S010000784-2022,0.0,0.0,23.0,4.0,1.0,14.0,0.0,14.0
S010000784-2024,133.0,0.0,23.0,4.0,1.0,14.0,0.0,14.0
S010000785-2021,268.0,0.0,27.0,0.0,3.0,13.0,8.0,8.0
S010000785-2022,603.0,0.0,27.0,0.0,3.0,13.0,2.0,16.0
S010000785-2023,349.0,0.0,27.0,0.0,3.0,13.0,10.0,16.0
S010000785-2024,349.0,0.0,27.0,0.0,3.0,13.0,5.0,23.0
S010000786-2021,0.0,0.0,25.0,3.0,2.0,7.0,8.0,8.0
S010000786-2022,974.0,0.0,25.0,3.0,2.0,7.0,0.0,22.0
S010000786-2023,303.0,0.0,25.0,3.0,2.0,7.0,0.0,22.0
S010000786-2024,300.0,0.0,25.0,3.0,2.0,7.0,0.0,21.0
S010000856-2021,104.0,0.0,33.0,0.0,4.0,10.0,8.0,8.0
S010000856-2022,460.0,10.0,33.0,0.0,4.0,10.0,15.0,23.0
S010000856-2023,547.0,6.0,32.0,0.0,4.0,10.0,12.0,27.0
S010000856-2024,490.0,49.0,32.0,0.0,4.0,10.0,10.0,28.0
S010000857-2021,801.0,10.0,19.0,6.0,2.0,16.0,8.0,8.0
S010000857-2022,849.0,10.0,19.0,6.0,0.0,18.0,15.0,29.0
S010000857-2023,649.0,10.0,19.0,6.0,0.0,18.0,14.0,29.0
S010000857-2024,608.0,2.0,18.0,7.0,0.0,18.0,21.0,27.0
S010000858-2021,723.0,176.0,23.0,5.0,0.0,6.0,8.0,8.0
S010000858-2022,849.0,177.0,23.0,5.0,0.0,6.0,25.0,43.0
S010000858-2023,487.0,57.0,23.0,5.0,0.0,6.0,20.0,25.0
S010000858-2024,460.0,41.0,23.0,5.0,0.0,6.0,25.0,38.0
S010000859-2021,179.0,14.0,19.0,0.0,0.0,7.0,8.0,8.0
S010000859-2022,512.0,23.0,19.0,0.0,0.0,7.0,10.0,38.0
S010000859-2023,561.0,2.0,19.0,0.0,0.0,7.0,11.0,37.0
S010000859-2024,432.0,2.0,19.0,0.0,0.0,7.0,13.0,38.0
S010000860-2021,350.0,145.0,28.0,8.0,0.0,12.0,8.0,8.0
S010000860-2022,700.0,200.0,44.0,8.0,0.0,12.0,22.0,74.0
S010000860-2023,683.0,241.0,44.0,8.0,0.0,12.0,35.0,76.0
S010000860-2024,567.0,345.0,44.0,8.0,0.0,12.0,32.0,77.0
S010000861-2021,310.0,0.0,28.0,0.0,0.0,8.0,8.0,8.0
S010000861-2022,384.0,33.0,24.0,0.0,0.0,10.0,0.0,35.0
S010000861-2023,569.0,15.0,24.0,0.0,0.0,8.0,0.0,36.0
S010000861-2024,512.0,96.0,15.0,0.0,0.0,10.0,0.0,23.0
S010000862-2021,374.0,6.0,24.0,0.0,0.0,8.0,8.0,8.0
S010000862-2022,374.0,6.0,24.0,0.0,0.0,8.0,1.0,49.0
S010000862-2023,743.0,122.0,24.0,0.0,0.0,8.0,3.0,49.0
S010000862-2024,801.0,119.0,24.0,0.0,0.0,8.0,5.0,24.0
S010000863-2021,1085.0,2.0,15.0,14.0,1.0,8.0,8.0,8.0
S010000863-2022,389.0,34.0,14.0,15.0,1.0,8.0,5.0,19.0
S010000863-2023,709.0,80.0,13.0,16.0,1.0,8.0,4.0,19.0
S010000863-2024,700.0,77.0,13.0,16.0,1.0,8.0,5.0,19.0
S010000864-2021,299.0,15.0,30.0,6.0,0.0,8.0,8.0,8.0
S010000864-2022,484.0,18.0,30.0,6.0,0.0,8.0,24.0,43.0
S010000864-2023,532.0,141.0,30.0,6.0,0.0,8.0,23.0,63.0
S010000864-2024,538.0,41.0,38.0,3.0,0.0,12.0,30.0,63.0
S010000865-2021,557.0,40.0,0.0,26.0,4.0,9.0,8.0,8.0
S010000865-2022,968.0,30.0,21.0,0.0,4.0,14.0,19.0,33.0
S010000865-2023,960.0,19.0,26.0,1.0,0.0,9.0,11.0,30.0
S010000865-2024,1039.0,18.0,26.0,1.0,0.0,9.0,13.0,27.0
S010000866-2021,460.0,0.0,19.0,8.0,0.0,8.0,8.0,8.0
S010000866-2022,507.0,2.0,19.0,8.0,0.0,8.0,8.0,30.0
S010000866-2023,593.0,47.0,19.0,8.0,0.0,8.0,10.0,34.0
S010000866-2024,617.0,28.0,19.0,8.0,0.0,8.0,4.0,40.0
S010000867-2021,410.0,160.0,0.0,29.0,0.0,10.0,8.0,8.0
S010000867-2022,603.0,100.0,0.0,29.0,0.0,10.0,8.0,26.0
S010000867-2023,773.0,77.0,14.0,14.0,0.0,10.0,14.0,25.0
S010000867-2024,735.0,70.0,14.0,14.0,0.0,10.0,9.0,41.0
S010000868-2021,223.0,22.0,25.0,0.0,0.0,3.0,8.0,8.0
S010000868-2022,280.0,45.0,25.0,0.0,0.0,2.0,6.0,27.0
S010000868-2023,219.0,2.0,25.0,0.0,0.0,2.0,2.0,27.0
S010000868-2024,307.0,5.0,25.0,0.0,0.0,2.0,5.0,29.0
S010000869-2021,180.0,39.0,27.0,3.0,0.0,6.0,8.0,8.0
S010000869-2022,300.0,83.0,27.0,3.0,0.0,6.0,9.0,59.0
S010000869-2023,431.0,109.0,27.0,3.0,0.0,6.0,16.0,43.0
S010000869-2024,438.0,159.0,27.0,3.0,0.0,5.0,14.0,44.0
S010000870-2021,0.0,50.0,22.0,0.0,0.0,7.0,8.0,8.0
S010000870-2022,0.0,30.0,21.0,0.0,0.0,7.0,0.0,31.0
S010000870-2023,24.0,3.0,21.0,0.0,0.0,7.0,0.0,31.0
S010000870-2024,2.0,0.0,20.0,0.0,0.0,7.0,2.0,29.0
S010000871-2021,324.0,0.0,24.0,6.0,0.0,5.0,8.0,8.0
S010000871-2022,533.0,1.0,24.0,6.0,0.0,5.0,0.0,52.0
S010000871-2023,254.0,7.0,24.0,6.0,0.0,5.0,0.0,25.0
S010000871-2024,249.0,12.0,23.0,6.0,0.0,6.0,3.0,26.0
S010000872-2021,248.0,80.0,18.0,2.0,0.0,4.0,8.0,8.0
S010000872-2022,240.0,80.0,18.0,2.0,0.0,4.0,11.0,25.0
S010000872-2023,342.0,20.0,18.0,2.0,0.0,4.0,17.0,24.0
S010000872-2024,398.0,122.0,18.0,2.0,0.0,4.0,18.0,23.0
S010000873-2021,611.0,10.0,15.0,8.0,0.0,14.0,8.0,8.0
S010000873-2022,513.0,27.0,14.0,9.0,0.0,14.0,16.0,22.0
S010000873-2023,439.0,0.0,14.0,9.0,0.0,14.0,17.0,20.0
S010000873-2024,529.0,14.0,14.0,9.0,0.0,14.0,17.0,20.0
S010000874-2021,854.0,95.0,22.0,5.0,3.0,11.0,8.0,8.0
S010000874-2022,388.0,319.0,22.0,5.0,3.0,11.0,16.0,34.0
S010000874-2023,741.0,144.0,22.0,5.0,3.0,11.0,12.0,57.0
S010000874-2024,951.0,399.0,22.0,5.0,3.0,11.0,5.0,54.0
S010000875-2021,742.0,74.0,24.0,1.0,0.0,9.0,8.0,8.0
S010000875-2022,897.0,123.0,24.0,1.0,0.0,9.0,10.0,37.0
S010000875-2023,982.0,116.0,24.0,1.0,0.0,9.0,6.0,38.0
S010000875-2024,763.0,0.0,24.0,1.0,0.0,9.0,6.0,36.0
S010000876-2021,265.0,51.0,20.0,6.0,0.0,8.0,8.0,8.0
S010000876-2022,1164.0,44.0,17.0,6.0,0.0,11.0,23.0,29.0
S010000876-2023,1136.0,33.0,16.0,7.0,0.0,8.0,13.0,26.0
S010000876-2024,832.0,0.0,14.0,7.0,0.0,8.0,13.0,28.0
S010000877-2021,352.0,23.0,36.0,1.0,1.0,8.0,8.0,8.0
S010000877-2022,431.0,60.0,36.0,1.0,1.0,8.0,14.0,65.0
S010000877-2023,331.0,57.0,35.0,2.0,0.0,7.0,27.0,36.0
S010000877-2024,526.0,13.0,35.0,2.0,0.0,7.0,31.0,64.0
S010000878-2021,417.0,101.0,22.0,8.0,1.0,10.0,8.0,8.0
S010000878-2022,261.0,19.0,22.0,8.0,1.0,10.0,9.0,38.0
S010000878-2023,231.0,58.0,22.0,8.0,1.0,10.0,11.0,36.0
S010000878-2024,567.0,15.0,24.0,3.0,0.0,9.0,4.0,39.0
S010000879-2021,454.0,182.0,22.0,4.0,0.0,15.0,8.0,8.0
S010000879-2022,525.0,151.0,21.0,5.0,0.0,15.0,9.0,35.0
S010000879-2023,317.0,212.0,21.0,5.0,0.0,15.0,8.0,35.0
S010000879-2024,587.0,12.0,21.0,5.0,0.0,15.0,8.0,35.0
S010000880-2021,380.0,20.0,36.0,0.0,0.0,9.0,8.0,8.0
S010000880-2022,583.0,48.0,36.0,0.0,0.0,9.0,27.0,57.0
S010000880-2023,613.0,0.0,36.0,0.0,0.0,8.0,32.0,57.0
S010000880-2024,610.0,60.0,36.0,0.0,0.0,8.0,24.0,57.0
S010000881-2021,643.0,18.0,22.0,7.0,0.0,9.0,8.0,8.0
S010000881-2022,523.0,38.0,22.0,7.0,0.0,9.0,5.0,35.0
S010000881-2023,900.0,85.0,20.0,9.0,0.0,9.0,13.0,24.0
S010000881-2024,998.0,58.0,20.0,9.0,0.0,9.0,7.0,22.0
S010000882-2021,324.0,2.0,19.0,2.0,0.0,3.0,8.0,8.0
S010000882-2022,130.0,26.0,19.0,2.0,0.0,3.0,6.0,26.0
S010000882-2023,365.0,65.0,19.0,2.0,0.0,3.0,7.0,23.0
S010000882-2024,406.0,27.0,19.0,2.0,0.0,3.0,10.0,23.0
S010000883-2021,547.0,80.0,23.0,3.0,0.0,9.0,8.0,8.0
S010000883-2022,599.0,83.0,23.0,3.0,0.0,9.0,7.0,46.0
S010000883-2023,314.0,31.0,23.0,3.0,0.0,9.0,6.0,44.0
S010000883-2024,315.0,1.0,23.0,3.0,0.0,9.0,5.0,41.0
S010000884-2021,403.0,34.0,20.0,10.0,0.0,14.0,8.0,8.0
S010000884-2022,522.0,48.0,20.0,10.0,0.0,14.0,30.0,53.0
S010000884-2023,566.0,63.0,20.0,10.0,0.0,14.0,26.0,50.0
S010000884-2024,592.0,25.0,19.0,10.0,0.0,15.0,30.0,50.0
S010000885-2021,473.0,43.0,21.0,6.0,0.0,12.0,8.0,8.0
S010000885-2022,472.0,55.0,21.0,6.0,0.0,12.0,11.0,33.0
S010000885-2023,366.0,0.0,19.0,6.0,0.0,12.0,11.0,31.0
S010000885-2024,638.0,47.0,19.0,6.0,0.0,12.0,11.0,31.0
S010000886-2021,264.0,30.0,24.0,4.0,0.0,9.0,8.0,8.0
S010000886-2022,198.0,10.0,24.0,4.0,0.0,9.0,8.0,26.0
S010000886-2023,637.0,3.0,24.0,4.0,0.0,9.0,11.0,25.0
S010000886-2024,594.0,53.0,24.0,4.0,0.0,9.0,8.0,33.0
S010000887-2021,532.0,40.0,37.0,4.0,0.0,10.0,8.0,8.0
S010000887-2022,677.0,32.0,38.0,4.0,0.0,8.0,31.0,115.0
S010000887-2023,663.0,17.0,38.0,4.0,0.0,8.0,28.0,79.0
S010000887-2024,772.0,46.0,38.0,7.0,0.0,10.0,22.0,115.0
S010000888-2021,269.0,0.0,37.0,1.0,1.0,9.0,8.0,8.0
S010000888-2022,633.0,17.0,37.0,1.0,1.0,9.0,36.0,59.0
S010000888-2023,591.0,22.0,38.0,1.0,1.0,9.0,41.0,62.0
S010000888-2024,718.0,18.0,39.0,3.0,0.0,9.0,58.0,47.0
S010000889-2021,386.0,0.0,0.0,38.0,1.0,0.0,8.0,8.0
S010000889-2022,639.0,12.0,0.0,37.0,3.0,0.0,17.0,56.0
S010000889-2023,627.0,14.0,0.0,36.0,3.0,0.0,19.0,57.0
S010000889-2024,683.0,3.0,36.0,0.0,3.0,0.0,30.0,57.0
S010000890-2021,1568.0,13.0,22.0,4.0,0.0,4.0,8.0,8.0
S010000890-2022,1334.0,32.0,22.0,4.0,0.0,4.0,8.0,37.0
S010000890-2023,1280.0,235.0,22.0,4.0,0.0,4.0,7.0,36.0
S010000890-2024,1814.0,42.0,22.0,4.0,0.0,4.0,9.0,35.0
S010000891-2021,258.0,0.0,22.0,7.0,8.0,1.0,8.0,8.0
S010000891-2022,489.0,4.0,18.0,10.0,0.0,2.0,21.0,35.0
S010000891-2023,493.0,36.0,18.0,10.0,0.0,2.0,16.0,39.0
S010000891-2024,477.0,39.0,18.0,10.0,0.0,2.0,17.0,52.0
S010000892-2021,591.0,40.0,18.0,9.0,0.0,9.0,8.0,8.0
S010000892-2022,608.0,43.0,18.0,9.0,0.0,9.0,10.0,33.0
S010000892-2023,656.0,36.0,19.0,6.0,0.0,9.0,7.0,22.0
S010000892-2024,468.0,12.0,19.0,6.0,0.0,9.0,6.0,43.0
S010000893-2021,292.0,12.0,16.0,10.0,4.0,9.0,8.0,8.0
S010000893-2022,461.0,8.0,16.0,10.0,4.0,9.0,8.0,25.0
S010000893-2023,461.0,98.0,16.0,10.0,4.0,9.0,7.0,25.0
S010000893-2024,477.0,52.0,16.0,10.0,4.0,9.0,14.0,23.0
S010000895-2021,305.0,37.0,21.0,0.0,0.0,11.0,8.0,8.0
S010000895-2022,947.0,227.0,21.0,0.0,0.0,11.0,5.0,33.0
S010000895-2023,895.0,213.0,21.0,0.0,0.0,11.0,4.0,35.0
S010000895-2024,640.0,245.0,21.0,0.0,0.0,11.0,6.0,25.0
S010000896-2021,766.0,97.0,28.0,1.0,0.0,9.0,8.0,8.0
S010000896-2022,557.0,126.0,28.0,1.0,0.0,9.0,24.0,37.0
S010000896-2023,767.0,120.0,28.0,1.0,0.0,9.0,19.0,38.0
S010000896-2024,812.0,95.0,28.0,1.0,0.0,9.0,23.0,37.0
S010000897-2021,198.0,0.0,41.0,4.0,0.0,8.0,8.0,8.0
S010000897-2022,333.0,0.0,39.0,6.0,0.0,8.0,1.0,27.0
S010000897-2023,402.0,23.0,39.0,6.0,0.0,8.0,0.0,25.0
S010000897-2024,469.0,0.0,39.0,6.0,0.0,8.0,0.0,24.0
S010000898-2021,0.0,0.0,56.0,8.0,0.0,7.0,8.0,8.0
S010000898-2022,0.0,0.0,58.0,6.0,0.0,7.0,1.0,52.0
S010000898-2023,0.0,0.0,58.0,7.0,0.0,7.0,1.0,51.0
S010000898-2024,69.0,0.0,60.0,2.0,0.0,11.0,1.0,53.0
S010000899-2021,0.0,0.0,29.0,0.0,0.0,5.0,8.0,8.0
S010000899-2022,0.0,0.0,29.0,0.0,0.0,5.0,1.0,19.0
S010000899-2024,0.0,0.0,28.0,0.0,0.0,6.0,1.0,18.0
S010000900-2021,0.0,0.0,40.0,1.0,0.0,5.0,8.0,8.0
S010000900-2022,0.0,0.0,40.0,1.0,0.0,5.0,0.0,25.0
S010000900-2023,0.0,0.0,40.0,1.0,0.0,5.0,2.0,24.0
S010000900-2024,0.0,0.0,41.0,0.0,0.0,4.0,0.0,26.0
S010000901-2021,32.0,20.0,42.0,2.0,1.0,5.0,8.0,8.0
S010000901-2022,230.0,26.0,46.0,2.0,1.0,2.0,0.0,46.0
S010000901-2023,278.0,0.0,46.0,2.0,1.0,2.0,0.0,48.0
S010000901-2024,302.0,0.0,54.0,0.0,1.0,3.0,0.0,48.0
S010000902-2021,239.0,47.0,30.0,6.0,2.0,4.0,8.0,8.0
S010000902-2022,383.0,0.0,30.0,6.0,2.0,4.0,0.0,17.0
S010000902-2023,412.0,0.0,30.0,6.0,2.0,4.0,0.0,17.0
S010000902-2024,389.0,0.0,30.0,6.0,2.0,4.0,0.0,16.0
S010000903-2021,113.0,0.0,46.0,2.0,0.0,8.0,8.0,8.0
S010000903-2022,150.0,125.0,33.0,6.0,0.0,17.0,1.0,33.0
S010000903-2023,254.0,176.0,32.0,6.0,0.0,18.0,2.0,34.0
S010000903-2024,274.0,118.0,29.0,7.0,0.0,19.0,1.0,29.0
S010000904-2021,243.0,16.0,34.0,1.0,0.0,21.0,8.0,8.0
S010000904-2022,250.0,20.0,34.0,1.0,0.0,21.0,1.0,30.0
S010000904-2023,900.0,0.0,34.0,1.0,0.0,21.0,1.0,31.0
S010000904-2024,900.0,0.0,34.0,1.0,0.0,21.0,1.0,33.0
S010000905-2021,788.0,0.0,39.0,7.0,1.0,3.0,8.0,8.0
S010000905-2022,932.0,38.0,37.0,7.0,1.0,5.0,1.0,37.0
S010000905-2023,887.0,27.0,37.0,7.0,1.0,5.0,0.0,33.0
S010000905-2024,934.0,15.0,37.0,7.0,1.0,5.0,0.0,33.0
S010000906-2021,850.0,0.0,21.0,3.0,0.0,7.0,8.0,8.0
S010000906-2022,883.0,6.0,21.0,3.0,0.0,7.0,0.0,21.0
S010000906-2023,732.0,13.0,23.0,2.0,0.0,6.0,0.0,27.0
S010000906-2024,450.0,30.0,23.0,2.0,0.0,6.0,0.0,32.0
S010000907-2021,0.0,248.0,33.0,5.0,0.0,3.0,8.0,8.0
S010000907-2022,234.0,0.0,38.0,0.0,0.0,0.0,0.0,15.0
S010000907-2023,383.0,0.0,37.0,1.0,0.0,3.0,0.0,15.0
S010000907-2024,305.0,0.0,37.0,1.0,0.0,4.0,0.0,34.0
S010000908-2021,0.0,200.0,53.0,0.0,1.0,5.0,8.0,8.0
S010000908-2022,400.0,0.0,69.0,0.0,1.0,2.0,0.0,64.0
S010000908-2023,500.0,0.0,72.0,0.0,0.0,2.0,2.0,67.0
S010000908-2024,500.0,0.0,72.0,0.0,0.0,2.0,5.0,67.0
S010000909-2021,167.0,0.0,40.0,4.0,0.0,19.0,8.0,8.0
S010000909-2022,213.0,0.0,40.0,4.0,0.0,19.0,0.0,22.0
S010000909-2023,604.0,4.0,40.0,4.0,0.0,19.0,0.0,21.0
S010000909-2024,600.0,5.0,40.0,4.0,0.0,19.0,0.0,18.0
S010000910-2021,101.0,0.0,28.0,5.0,5.0,5.0,8.0,8.0
S010000910-2022,475.0,0.0,28.0,5.0,5.0,5.0,0.0,19.0
S010000910-2023,500.0,8.0,28.0,5.0,5.0,5.0,0.0,17.0
S010000910-2024,453.0,30.0,28.0,5.0,5.0,5.0,0.0,15.0
S010000911-2021,0.0,0.0,37.0,2.0,0.0,7.0,8.0,8.0
S010000911-2022,0.0,0.0,37.0,2.0,0.0,7.0,0.0,30.0
S010000911-2023,0.0,0.0,36.0,2.0,0.0,7.0,0.0,30.0
S010000911-2024,0.0,0.0,36.0,2.0,0.0,7.0,0.0,29.0
S010000913-2021,784.0,0.0,46.0,0.0,0.0,2.0,8.0,8.0
S010000913-2022,802.0,26.0,46.0,2.0,0.0,4.0,1.0,43.0
S010000913-2023,796.0,24.0,43.0,2.0,0.0,6.0,2.0,42.0
S010000913-2024,778.0,0.0,43.0,2.0,0.0,6.0,0.0,36.0
S010000914-2021,330.0,0.0,54.0,0.0,0.0,1.0,8.0,8.0
S010000914-2022,0.0,0.0,58.0,0.0,0.0,1.0,1.0,37.0
S010000914-2023,100.0,50.0,58.0,0.0,0.0,1.0,1.0,39.0
S010000914-2024,1800.0,0.0,59.0,0.0,0.0,1.0,1.0,40.0
S010000915-2021,336.0,8.0,30.0,0.0,1.0,3.0,8.0,8.0
S010000915-2022,549.0,29.0,30.0,0.0,1.0,3.0,0.0,22.0
S010000915-2023,606.0,22.0,30.0,0.0,1.0,3.0,40.0,9.0
S010000915-2024,501.0,0.0,30.0,0.0,1.0,3.0,0.0,41.0
S010000916-2021,621.0,73.0,50.0,0.0,0.0,2.0,8.0,8.0
S010000916-2022,799.0,226.0,49.0,0.0,0.0,2.0,2.0,47.0
S010000916-2023,909.0,304.0,49.0,0.0,0.0,2.0,1.0,47.0
S010000916-2024,854.0,240.0,49.0,0.0,0.0,2.0,1.0,43.0
S010000917-2021,120.0,60.0,64.0,0.0,0.0,3.0,8.0,8.0
S010000917-2022,733.0,27.0,64.0,0.0,0.0,3.0,5.0,44.0
S010000917-2023,732.0,72.0,64.0,0.0,0.0,3.0,3.0,45.0
S010000917-2024,589.0,72.0,64.0,0.0,0.0,3.0,1.0,44.0
S010000918-2021,28.0,0.0,29.0,4.0,0.0,7.0,8.0,8.0
S010000918-2022,28.0,2.0,29.0,4.0,0.0,7.0,8.0,8.0
S010000918-2023,26.0,0.0,29.0,4.0,0.0,7.0,0.0,20.0
S010000918-2024,83.0,0.0,27.0,4.0,0.0,9.0,0.0,17.0
S010000919-2021,116.0,0.0,41.0,4.0,0.0,4.0,8.0,8.0
S010000919-2022,470.0,23.0,41.0,4.0,0.0,4.0,0.0,23.0
S010000919-2023,488.0,0.0,41.0,4.0,0.0,4.0,0.0,21.0
S010000919-2024,427.0,0.0,41.0,4.0,0.0,4.0,0.0,20.0
S010000920-2022,0.0,0.0,29.0,0.0,0.0,5.0,0.0,29.0
S010000920-2023,0.0,0.0,30.0,0.0,0.0,2.0,0.0,30.0
S010000920-2024,0.0,0.0,30.0,0.0,0.0,2.0,0.0,27.0
S010000921-2021,827.0,0.0,30.0,5.0,0.0,2.0,8.0,8.0
S010000921-2022,825.0,0.0,30.0,5.0,0.0,2.0,0.0,17.0
S010000921-2023,391.0,0.0,27.0,7.0,0.0,3.0,0.0,20.0
S010000921-2024,380.0,0.0,27.0,7.0,0.0,3.0,0.0,20.0
S010000922-2021,14.0,0.0,41.0,13.0,0.0,3.0,8.0,8.0
S010000922-2022,550.0,16.0,40.0,14.0,0.0,3.0,4.0,20.0
S010000922-2023,584.0,48.0,40.0,14.0,0.0,3.0,5.0,17.0
S010000922-2024,545.0,92.0,33.0,11.0,0.0,6.0,3.0,17.0
S010000923-2021,42.0,0.0,15.0,2.0,0.0,3.0,8.0,8.0
S010000923-2022,138.0,0.0,15.0,2.0,0.0,3.0,0.0,8.0
S010000923-2023,0.0,22.0,15.0,2.0,0.0,3.0,0.0,7.0
S010000923-2024,0.0,0.0,15.0,2.0,0.0,3.0,0.0,8.0
S010000924-2021,0.0,0.0,39.0,4.0,0.0,7.0,8.0,8.0
S010000924-2022,0.0,0.0,39.0,4.0,0.0,7.0,1.0,35.0
S010000924-2023,0.0,0.0,39.0,4.0,0.0,7.0,1.0,33.0
S010000924-2024,0.0,0.0,39.0,4.0,0.0,7.0,1.0,32.0
S010000925-2021,630.0,0.0,29.0,1.0,0.0,2.0,8.0,8.0
S010000925-2022,690.0,0.0,27.0,1.0,0.0,2.0,0.0,21.0
S010000925-2023,208.0,0.0,27.0,1.0,0.0,2.0,0.0,22.0
S010000925-2024,230.0,0.0,27.0,1.0,0.0,2.0,0.0,23.0
S010000926-2021,43.0,0.0,41.0,1.0,1.0,6.0,8.0,8.0
S010000926-2022,18.0,0.0,34.0,1.0,1.0,6.0,0.0,34.0
S010000926-2023,288.0,18.0,30.0,4.0,1.0,6.0,1.0,30.0
S010000926-2024,263.0,32.0,30.0,4.0,1.0,6.0,0.0,49.0
S010000927-2021,218.0,0.0,42.0,2.0,0.0,6.0,8.0,8.0
S010000927-2022,355.0,0.0,42.0,2.0,0.0,6.0,1.0,39.0
S010000927-2023,499.0,0.0,42.0,2.0,0.0,6.0,1.0,37.0
S010000927-2024,342.0,0.0,42.0,2.0,0.0,6.0,1.0,37.0
S010000928-2021,166.0,104.0,53.0,0.0,0.0,8.0,8.0,8.0
S010000928-2022,845.0,1.0,54.0,4.0,0.0,6.0,1.0,26.0
S010000928-2023,845.0,60.0,54.0,4.0,0.0,6.0,0.0,25.0
S010000928-2024,880.0,0.0,54.0,4.0,0.0,6.0,0.0,47.0
S010000929-2021,88.0,0.0,37.0,0.0,0.0,2.0,8.0,8.0
